Locus_Tag_Gene,Locus_Tag,Product
NLM31_RS05805,NLM31_RS05805_162663_163461,ATP-binding cassette domain-containing protein
NLM31_RS05810,NLM31_RS05810_163484_164366,ABC transporter permease subunit
NLM31_RS05815,NLM31_RS05815_164406_165402,ABC transporter substrate-binding protein
NLM31_RS05820,NLM31_RS05820_165493_166663,CoA transferase
NLM31_RS05825,NLM31_RS05825_166752_167997,CoA transferase
NLM31_RS05830,NLM31_RS05830_168102_169257,acyl-CoA dehydrogenase family protein
NLM31_RS05835,NLM31_RS05835_169389_170439,acryloyl-CoA reductase
NLM31_RS05840,NLM31_RS05840_170633_171785,NADH:flavin oxidoreductase/NADH oxidase
NLM31_RS05845,NLM31_RS05845_172025_172334,cytochrome c
NLM31_RS05850,NLM31_RS05850_172345_173545,molybdopterin-dependent oxidoreductase
NLM31_RS05855,NLM31_RS05855_173943_175107,cystathionine beta-lyase
NLM31_RS05860,NLM31_RS05860_176439_177471,transporter substrate-binding domain-containing protein
NLM31_RS05865,NLM31_RS05865_177514_178747,amino acid ABC transporter permease
NLM31_RS05870,NLM31_RS05870_178750_179911,ABC transporter permease subunit
NLM31_RS05875,NLM31_RS05875_179971_180724,ATP-binding cassette domain-containing protein
NLM31_RS05880,NLM31_RS05880_180894_181248,carboxymuconolactone decarboxylase family protein
NLM31_RS05885,NLM31_RS05885_181361_182297,LysR family transcriptional regulator
NLM31_RS05890,NLM31_RS05890_182393_182591,hypothetical protein
NLM31_RS05895,NLM31_RS05895_182762_183221,SRPBCC family protein
NLM31_RS05900,NLM31_RS05900_183709_183910,hypothetical protein
NLM31_RS05905,NLM31_RS05905_184084_185326,diguanylate cyclase
NLM31_RS42940,NLM31_RS42940_185545_185815,DUF3732 domain-containing protein
NLM31_RS05915,NLM31_RS05915_186294_186963,tyrosine-type recombinase/integrase
NLM31_RS05920,NLM31_RS05920_186983_187568,hypothetical protein
NLM31_RS05925,NLM31_RS05925_187609_188155,hypothetical protein
NLM31_RS05930,NLM31_RS05930_188164_189127,hypothetical protein
NLM31_RS05935,NLM31_RS05935_189260_189845,hypothetical protein
NLM31_RS05940,NLM31_RS05940_189974_190439,mobile mystery protein A
NLM31_RS05945,NLM31_RS05945_190425_191025,mobile mystery protein B
NLM31_RS05950,NLM31_RS05950_191029_192220,restriction endonuclease
NLM31_RS05955,NLM31_RS05955_192293_193508,nucleotide-binding protein
NLM31_RS05960,NLM31_RS05960_193658_195356,hypothetical protein
NLM31_RS05965,NLM31_RS05965_195356_195641,hypothetical protein
NLM31_RS05970,NLM31_RS05970_195850_196105,AAA family ATPase
NLM31_RS05975,NLM31_RS05975_196101_196278,hypothetical protein
NLM31_RS05980,NLM31_RS05980_196678_197425,DUF3223 domain-containing protein
NLM31_RS05985,NLM31_RS05985_197662_198601,IS481 family transposase
NLM31_RS05990,NLM31_RS05990_198551_199610,reverse transcriptase domain-containing protein
NLM31_RS05995,NLM31_RS05995_199701_200922,IS701 family transposase
NLM31_RS06000,NLM31_RS06000_201600_201975,hypothetical protein
NLM31_RS06005,NLM31_RS06005_201978_202914,hypothetical protein
NLM31_RS06010,NLM31_RS06010_202955_203579,hypothetical protein
NLM31_RS06015,NLM31_RS06015_203575_204406,ATP-binding protein
NLM31_RS06020,NLM31_RS06020_204402_204696,hypothetical protein
NLM31_RS06025,NLM31_RS06025_204699_205146,50S ribosomal protein L17
NLM31_RS06030,NLM31_RS06030_205863_207960,DNA/RNA non-specific endonuclease
NLM31_RS06035,NLM31_RS06035_207981_208956,S1/P1 nuclease
NLM31_RS06040,NLM31_RS06040_208970_210071,hypothetical protein
NLM31_RS06045,NLM31_RS06045_210121_210913,hypothetical protein
NLM31_RS06050,NLM31_RS06050_210934_211555,hypothetical protein
NLM31_RS06055,NLM31_RS06055_211514_212615,nucleoid-associated protein
NLM31_RS06060,NLM31_RS06060_212879_214427,Fic family protein
NLM31_RS06065,NLM31_RS06065_214721_215738,IS110 family transposase
NLM31_RS06070,NLM31_RS06070_216566_216827,hypothetical protein
NLM31_RS06075,NLM31_RS06075_217485_217767,hypothetical protein
NLM31_RS06080,NLM31_RS06080_218070_218268,hypothetical protein
NLM31_RS06085,NLM31_RS06085_218299_218536,hypothetical protein
NLM31_RS42945,NLM31_RS42945_218569_218683,hypothetical protein
NLM31_RS06090,NLM31_RS06090_219637_219826,hypothetical protein
NLM31_RS06095,NLM31_RS06095_220117_220348,hypothetical protein
NLM31_RS06100,NLM31_RS06100_220360_220698,transposase
NLM31_RS06105,NLM31_RS06105_220811_221594,IS630 family transposase
NLM31_RS06110,NLM31_RS06110_221574_221922,helix-turn-helix domain-containing protein
NLM31_RS06115,NLM31_RS06115_222191_222413,hypothetical protein
NLM31_RS06120,NLM31_RS06120_222409_223189,IS21-like element helper ATPase IstB
NLM31_RS06125,NLM31_RS06125_223178_224717,IS21 family transposase
NLM31_RS06130,NLM31_RS06130_225830_227026,IS3 family transposase
NLM31_RS06135,NLM31_RS06135_227339_227579,hypothetical protein
NLM31_RS06140,NLM31_RS06140_228405_229902,methyl-accepting chemotaxis protein
NLM31_RS06145,NLM31_RS06145_230253_230694,VirK family protein
NLM31_RS06150,NLM31_RS06150_230944_232375,IS701 family transposase
NLM31_RS06155,NLM31_RS06155_232537_233878,IS1182 family transposase
NLM31_RS06160,NLM31_RS06160_234180_234540,hypothetical protein
NLM31_RS06165,NLM31_RS06165_234538_235063,hypothetical protein
NLM31_RS06170,NLM31_RS06170_235615_236647,substrate-binding domain-containing protein
NLM31_RS06175,NLM31_RS06175_238362_238749,response regulator
NLM31_RS06180,NLM31_RS06180_238835_239507,response regulator
NLM31_RS06185,NLM31_RS06185_240812_241877,IS630 family transposase
NLM31_RS06190,NLM31_RS06190_242650_244084,MATE family efflux transporter
NLM31_RS06195,NLM31_RS06195_244871_245198,HU family DNA-binding protein
NLM31_RS06200,NLM31_RS06200_246288_247481,DUF932 domain-containing protein
NLM31_RS06205,NLM31_RS06205_248240_249734,strawberry notch family protein
NLM31_RS06210,NLM31_RS06210_249733_250775,toprim domain-containing protein
NLM31_RS06215,NLM31_RS06215_251307_251829,LuxR C-terminal-related transcriptional regulator
NLM31_RS06220,NLM31_RS06220_251942_252845,glycosyltransferase
NLM31_RS06225,NLM31_RS06225_253005_253578,"dTDP-4-dehydrorhamnose 3,5-epimerase"
NLM31_RS06230,NLM31_RS06230_254240_255248,glycosyltransferase
NLM31_RS06235,NLM31_RS06235_255468_255618,hypothetical protein
NLM31_RS06240,NLM31_RS06240_255716_255869,hypothetical protein
NLM31_RS06245,NLM31_RS06245_255906_256689,ATP-binding cassette domain-containing protein
NLM31_RS06250,NLM31_RS06250_256691_257456,ABC transporter permease
NLM31_RS06255,NLM31_RS06255_257616_259353,glycosyltransferase
NLM31_RS06260,NLM31_RS06260_259614_260487,glucose-1-phosphate thymidylyltransferase RfbA
NLM31_RS06265,NLM31_RS06265_260483_261377,dTDP-4-dehydrorhamnose reductase
NLM31_RS06270,NLM31_RS06270_261384_262428,"dTDP-glucose 4,6-dehydratase"
NLM31_RS06275,NLM31_RS06275_264115_265027,O-antigen ligase family protein
NLM31_RS06280,NLM31_RS06280_265476_267435,glycoside hydrolase family 127 protein
NLM31_RS06285,NLM31_RS06285_267998_268142,hypothetical protein
NLM31_RS06290,NLM31_RS06290_268255_269686,IS701 family transposase
NLM31_RS06295,NLM31_RS06295_269775_271081,IS701 family transposase
NLM31_RS06300,NLM31_RS06300_271517_271658,IS5/IS1182 family transposase
NLM31_RS06305,NLM31_RS06305_271775_273209,E3 ubiquitin--protein ligase
NLM31_RS06310,NLM31_RS06310_274663_275248,septation protein IspZ
NLM31_RS06315,NLM31_RS06315_275487_275784,hypothetical protein
NLM31_RS06320,NLM31_RS06320_276206_276614,hypothetical protein
NLM31_RS06325,NLM31_RS06325_276688_277627,SLOG family protein
NLM31_RS06330,NLM31_RS06330_277858_278694,transposase
NLM31_RS06335,NLM31_RS06335_279142_279717,IS5 family transposase
NLM31_RS06340,NLM31_RS06340_279787_279994,hypothetical protein
NLM31_RS06345,NLM31_RS06345_281069_281639,hypothetical protein
NLM31_RS06350,NLM31_RS06350_282191_282617,hypothetical protein
NLM31_RS06355,NLM31_RS06355_283172_283493,DUF736 family protein
NLM31_RS06360,NLM31_RS06360_284193_285012,calcium-binding protein
NLM31_RS06365,NLM31_RS06365_285820_286786,LysR substrate-binding domain-containing protein
NLM31_RS06370,NLM31_RS06370_286953_288027,Rieske 2Fe-2S domain-containing protein
NLM31_RS06375,NLM31_RS06375_288037_289045,2Fe-2S iron-sulfur cluster-binding protein
NLM31_RS06380,NLM31_RS06380_289695_291969,hypothetical protein
NLM31_RS06385,NLM31_RS06385_293270_293591,DUF736 family protein
NLM31_RS06390,NLM31_RS06390_293975_294257,helix-turn-helix domain-containing protein
NLM31_RS06395,NLM31_RS06395_294360_294639,DUF2285 domain-containing protein
NLM31_RS06400,NLM31_RS06400_294857_294989,DUF6499 domain-containing protein
NLM31_RS06405,NLM31_RS06405_295038_295605,DUF2285 domain-containing protein
NLM31_RS06410,NLM31_RS06410_296083_297259,sulfotransferase
NLM31_RS06415,NLM31_RS06415_298547_298826,helix-turn-helix domain-containing protein
NLM31_RS06420,NLM31_RS06420_298829_299675,replication initiator protein A
NLM31_RS06425,NLM31_RS06425_300061_300526,DUF2840 domain-containing protein
NLM31_RS06430,NLM31_RS06430_300525_301032,S26 family signal peptidase
NLM31_RS06435,NLM31_RS06435_301034_301943,transglycosylase SLT domain-containing protein
NLM31_RS06440,NLM31_RS06440_302184_303912,DUF3363 domain-containing protein
NLM31_RS06445,NLM31_RS06445_304003_305980,IncP-type conjugal transfer protein TraG
NLM31_RS06450,NLM31_RS06450_305990_306440,CopG family transcriptional regulator
NLM31_RS06455,NLM31_RS06455_307068_308133,IS630 family transposase
NLM31_RS06460,NLM31_RS06460_308229_309156,phosphoenolpyruvate mutase
NLM31_RS06465,NLM31_RS06465_309318_309579,hypothetical protein
NLM31_RS06470,NLM31_RS06470_310225_311299,Gfo/Idh/MocA family oxidoreductase
NLM31_RS06475,NLM31_RS06475_312156_313893,DUF87 domain-containing protein
NLM31_RS06480,NLM31_RS06480_313889_314936,SIR2 family protein
NLM31_RS06485,NLM31_RS06485_314998_317635,AAA family ATPase
NLM31_RS06490,NLM31_RS06490_317634_318753,metallophosphoesterase
NLM31_RS06495,NLM31_RS06495_320188_320440,BrnT family toxin
NLM31_RS06500,NLM31_RS06500_320994_322716,outer membrane beta-barrel protein
NLM31_RS06505,NLM31_RS06505_323752_325075,insulinase family protein
NLM31_RS06510,NLM31_RS06510_325071_326445,insulinase family protein
NLM31_RS06515,NLM31_RS06515_326554_326959,aminoacyl-tRNA hydrolase
NLM31_RS06520,NLM31_RS06520_327031_327337,hypothetical protein
NLM31_RS06525,NLM31_RS06525_327754_328267,hypothetical protein
NLM31_RS06530,NLM31_RS06530_328671_330273,glycosyl hydrolase family 18 protein
NLM31_RS06535,NLM31_RS06535_330736_331246,hypothetical protein
NLM31_RS06540,NLM31_RS06540_331670_333038,condensation domain-containing protein
NLM31_RS06545,NLM31_RS06545_333066_334314,MFS transporter
NLM31_RS06550,NLM31_RS06550_334310_335252,sulfotransferase
NLM31_RS06555,NLM31_RS06555_335281_336592,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
NLM31_RS06560,NLM31_RS06560_336619_338137,GMC oxidoreductase
NLM31_RS06565,NLM31_RS06565_339263_340130,radical SAM protein
NLM31_RS06570,NLM31_RS06570_341541_342186,YopT-type cysteine protease domain-containing protein
NLM31_RS06575,NLM31_RS06575_342896_343094,transposase
NLM31_RS06580,NLM31_RS06580_343729_345550,trehalose-6-phosphate synthase
NLM31_RS06585,NLM31_RS06585_345972_346092,transposase
NLM31_RS06590,NLM31_RS06590_347480_347738,hypothetical protein
NLM31_RS06595,NLM31_RS06595_348118_349804,HrpF/NolX family T3SS translocon protein
NLM31_RS06600,NLM31_RS06600_350865_353400,Ulp1 family isopeptidase
NLM31_RS06605,NLM31_RS06605_353458_353602,IS5/IS1182 family transposase
NLM31_RS06610,NLM31_RS06610_353635_353764,IS256 family transposase
NLM31_RS06615,NLM31_RS06615_354061_354238,hypothetical protein
NLM31_RS06620,NLM31_RS06620_354282_354567,DUF3892 domain-containing protein
NLM31_RS42950,NLM31_RS42950_355848_356115,hypothetical protein
NLM31_RS06630,NLM31_RS06630_356354_357122,IS21 family transposase
NLM31_RS06635,NLM31_RS06635_357146_359219,recombinase family protein
NLM31_RS06640,NLM31_RS06640_359552_360077,helix-turn-helix domain-containing protein
NLM31_RS06645,NLM31_RS06645_360275_360599,Y4bD/Y4pK family protein
NLM31_RS06650,NLM31_RS06650_360592_361369,transposase
NLM31_RS06655,NLM31_RS06655_361385_362135,IS21-like element helper ATPase IstB
NLM31_RS06660,NLM31_RS06660_362960_364076,recombinase family protein
NLM31_RS06665,NLM31_RS06665_364126_364609,Y4bD/Y4pK family protein
NLM31_RS06670,NLM31_RS06670_364638_364776,ATP-binding protein
NLM31_RS06675,NLM31_RS06675_365081_365831,sulfotransferase domain-containing protein
NLM31_RS06680,NLM31_RS06680_367203_367791,GNAT family N-acetyltransferase
NLM31_RS06685,NLM31_RS06685_367985_368715,DDE-type integrase/transposase/recombinase
NLM31_RS06690,NLM31_RS06690_368742_370007,IS256 family transposase
NLM31_RS06695,NLM31_RS06695_370105_370348,integrase core domain-containing protein
NLM31_RS06700,NLM31_RS06700_370373_370505,transposase
NLM31_RS06705,NLM31_RS06705_370600_371065,hypothetical protein
NLM31_RS06710,NLM31_RS06710_371082_371904,hypothetical protein
NLM31_RS42955,NLM31_RS42955_372349_372532,transposase
NLM31_RS06720,NLM31_RS06720_372614_373920,transposase family protein
NLM31_RS06725,NLM31_RS06725_374920_381628,shikimate kinase
NLM31_RS06730,NLM31_RS06730_383011_383452,HrpF/NolX family T3SS translocon protein
NLM31_RS06735,NLM31_RS06735_383485_385063,HrpF/NolX family T3SS translocon protein
NLM31_RS06740,NLM31_RS06740_385367_385625,hypothetical protein
NLM31_RS06745,NLM31_RS06745_386345_386717,hypothetical protein
NLM31_RS06750,NLM31_RS06750_387953_388157,hypothetical protein
NLM31_RS06755,NLM31_RS06755_388384_389684,DUF2130 domain-containing protein
NLM31_RS06760,NLM31_RS06760_389832_391178,IS1380 family transposase
NLM31_RS06765,NLM31_RS06765_392119_393328,AAA family ATPase
NLM31_RS06770,NLM31_RS06770_393317_395846,S8 family serine peptidase
NLM31_RS06775,NLM31_RS06775_395998_396610,hypothetical protein
NLM31_RS06780,NLM31_RS06780_396693_397026,hypothetical protein
NLM31_RS06785,NLM31_RS06785_397107_404970,shikimate kinase
NLM31_RS06790,NLM31_RS06790_405221_405704,hypothetical protein
NLM31_RS06795,NLM31_RS06795_406613_406808,hypothetical protein
NLM31_RS06800,NLM31_RS06800_406823_406982,hypothetical protein
NLM31_RS06805,NLM31_RS06805_407098_407509,hypothetical protein
NLM31_RS06810,NLM31_RS06810_408669_409407,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NLM31_RS06815,NLM31_RS06815_409403_410318,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM31_RS06820,NLM31_RS06820_410435_410783,transcriptional regulator
NLM31_RS06825,NLM31_RS06825_410740_411496,S1/P1 nuclease
NLM31_RS06830,NLM31_RS06830_411812_411956,transposase domain-containing protein
NLM31_RS06835,NLM31_RS06835_411973_413203,Fic family protein
NLM31_RS06840,NLM31_RS06840_414055_415029,ISNCY family transposase
NLM31_RS06845,NLM31_RS06845_415560_416619,"murein L,D-transpeptidase catalytic domain family protein"
NLM31_RS06850,NLM31_RS06850_416561_417767,zinc metallochaperone GTPase ZigA
NLM31_RS06855,NLM31_RS06855_417899_418149,segregation and condensation protein B
NLM31_RS06860,NLM31_RS06860_418549_418651,transposase
NLM31_RS06865,NLM31_RS06865_418845_419505,hypothetical protein
NLM31_RS06870,NLM31_RS06870_419819_420704,IS1380 family transposase
NLM31_RS06875,NLM31_RS06875_421260_422118,host specificity protein
NLM31_RS06880,NLM31_RS06880_422836_423328,GNAT family N-acetyltransferase
NLM31_RS06885,NLM31_RS06885_423885_424041,hypothetical protein
NLM31_RS06890,NLM31_RS06890_425385_428043,PAS domain S-box protein
NLM31_RS06895,NLM31_RS06895_428227_430030,HrpF/NolX family T3SS translocon protein
NLM31_RS06900,NLM31_RS06900_430684_430876,hypothetical protein
NLM31_RS06905,NLM31_RS06905_430946_431270,hypothetical protein
NLM31_RS06910,NLM31_RS06910_431389_432289,hypothetical protein
NLM31_RS06915,NLM31_RS06915_432325_432865,hypothetical protein
NLM31_RS06920,NLM31_RS06920_432867_433299,histidine kinase
NLM31_RS06925,NLM31_RS06925_433291_435412,type III secretion system export apparatus subunit SctV
NLM31_RS06930,NLM31_RS06930_436231_436342,IS481 family transposase
NLM31_RS06935,NLM31_RS06935_436406_438197,IS1634 family transposase
NLM31_RS06940,NLM31_RS06940_438381_438954,IS481 family transposase
NLM31_RS06945,NLM31_RS06945_439073_439274,IS3 family transposase
NLM31_RS06950,NLM31_RS06950_439336_439588,hypothetical protein
NLM31_RS06955,NLM31_RS06955_440111_440906,glycosyl hydrolase
