Locus_Tag_Gene,Locus_Tag,Product
NLM32_RS06160,NLM32_RS06160_78603_79818,ABC transporter substrate-binding protein
NLM32_RS06165,NLM32_RS06165_80347_81754,short-chain fatty acyl-CoA regulator family protein
NLM32_RS06170,NLM32_RS06170_81873_82467,biotin transporter BioY
NLM32_RS06175,NLM32_RS06175_82459_83992,acyl-CoA carboxylase subunit beta
NLM32_RS06180,NLM32_RS06180_83997_86013,acetyl-CoA carboxylase biotin carboxylase subunit
NLM32_RS06185,NLM32_RS06185_86067_87144,CoA transferase
NLM32_RS06190,NLM32_RS06190_87238_89089,methylmalonyl-CoA mutase subunit beta
NLM32_RS06195,NLM32_RS06195_89136_91290,methylmalonyl-CoA mutase
NLM32_RS06200,NLM32_RS06200_91768_93313,enoyl-CoA hydratase-related protein
NLM32_RS06205,NLM32_RS06205_93432_94974,AMP-binding protein
NLM32_RS06210,NLM32_RS06210_95238_95913,TetR family transcriptional regulator
NLM32_RS06215,NLM32_RS06215_96020_96212,hypothetical protein
NLM32_RS06220,NLM32_RS06220_96735_97884,acyl-CoA dehydrogenase family protein
NLM32_RS06225,NLM32_RS06225_97913_99089,acetyl-CoA C-acyltransferase
NLM32_RS06230,NLM32_RS06230_99113_99875,SDR family NAD(P)-dependent oxidoreductase
NLM32_RS06235,NLM32_RS06235_99871_101047,acyl-CoA dehydrogenase family protein
NLM32_RS06240,NLM32_RS06240_101130_102111,phosphotransferase
NLM32_RS06245,NLM32_RS06245_102107_102884,enoyl-CoA hydratase-related protein
NLM32_RS06250,NLM32_RS06250_102897_104061,acetyl-CoA C-acetyltransferase
NLM32_RS06255,NLM32_RS06255_104057_105053,nitronate monooxygenase
NLM32_RS06260,NLM32_RS06260_105089_105887,ATP-binding cassette domain-containing protein
NLM32_RS06265,NLM32_RS06265_105883_106597,ATP-binding cassette domain-containing protein
NLM32_RS06270,NLM32_RS06270_106609_107488,branched-chain amino acid ABC transporter permease
NLM32_RS06275,NLM32_RS06275_107490_108510,branched-chain amino acid ABC transporter permease
NLM32_RS06280,NLM32_RS06280_108530_109739,ABC transporter substrate-binding protein
NLM32_RS06285,NLM32_RS06285_109903_111049,acyl-CoA dehydrogenase family protein
NLM32_RS06290,NLM32_RS06290_111123_112101,zinc-binding dehydrogenase
NLM32_RS06295,NLM32_RS06295_112135_112807,nitroreductase family protein
NLM32_RS06300,NLM32_RS06300_112944_113721,enoyl-CoA hydratase-related protein
NLM32_RS06305,NLM32_RS06305_113972_115151,cytochrome P450
NLM32_RS06310,NLM32_RS06310_115165_116374,ABC transporter substrate-binding protein
NLM32_RS06315,NLM32_RS06315_116485_116965,MarR family transcriptional regulator
NLM32_RS06320,NLM32_RS06320_117514_117889,tyrosine-type recombinase/integrase
NLM32_RS06325,NLM32_RS06325_118011_119133,IS630 family transposase
NLM32_RS06330,NLM32_RS06330_119158_119473,SOS response transcriptional repressor
NLM32_RS06335,NLM32_RS06335_119376_119817,hypothetical protein
NLM32_RS06340,NLM32_RS06340_120135_121314,aminotransferase class V-fold PLP-dependent enzyme
NLM32_RS06345,NLM32_RS06345_121832_122582,SDR family oxidoreductase
NLM32_RS06350,NLM32_RS06350_122680_123061,DoxX family protein
NLM32_RS06355,NLM32_RS06355_123190_124090,LysR substrate-binding domain-containing protein
NLM32_RS06360,NLM32_RS06360_124204_125419,acyl-CoA dehydrogenase family protein
NLM32_RS06365,NLM32_RS06365_125683_126895,CoA transferase
NLM32_RS06370,NLM32_RS06370_127351_128686,tetratricopeptide repeat protein
NLM32_RS06375,NLM32_RS06375_128906_129695,CoA synthetase
NLM32_RS06380,NLM32_RS06380_129718_130438,CoA synthetase
NLM32_RS06385,NLM32_RS06385_130516_132016,CoA-acylating methylmalonate-semialdehyde dehydrogenase
NLM32_RS06390,NLM32_RS06390_132119_133007,LysR substrate-binding domain-containing protein
NLM32_RS06395,NLM32_RS06395_133054_134125,putative sulfate exporter family transporter
NLM32_RS06400,NLM32_RS06400_134210_135122,LysR substrate-binding domain-containing protein
NLM32_RS06405,NLM32_RS06405_135162_135738,hypothetical protein
NLM32_RS06410,NLM32_RS06410_135770_136310,c-type cytochrome
NLM32_RS06415,NLM32_RS06415_136296_137586,sulfite dehydrogenase
NLM32_RS06420,NLM32_RS06420_137866_138592,2Fe-2S iron-sulfur cluster-binding protein
NLM32_RS06425,NLM32_RS06425_138594_138927,succinate dehydrogenase
NLM32_RS06430,NLM32_RS06430_138923_139265,"succinate dehydrogenase, cytochrome b556 subunit"
NLM32_RS06435,NLM32_RS06435_139267_141034,FAD-binding protein
NLM32_RS06440,NLM32_RS06440_141030_141993,fumarate hydratase
NLM32_RS06445,NLM32_RS06445_141956_142637,fumarate hydratase C-terminal domain-containing protein
NLM32_RS06450,NLM32_RS06450_142705_143023,NIPSNAP family protein
NLM32_RS06455,NLM32_RS06455_143063_143807,TSUP family transporter
NLM32_RS06460,NLM32_RS06460_143841_144780,LysR substrate-binding domain-containing protein
NLM32_RS06465,NLM32_RS06465_145146_145917,ATP-binding cassette domain-containing protein
NLM32_RS06470,NLM32_RS06470_145945_146806,ABC transporter permease subunit
NLM32_RS06475,NLM32_RS06475_146910_147867,ABC transporter substrate-binding protein
NLM32_RS06480,NLM32_RS06480_147988_148828,nitroreductase family protein
NLM32_RS06485,NLM32_RS06485_149149_150079,LysR substrate-binding domain-containing protein
NLM32_RS06490,NLM32_RS06490_150225_151401,acyl-CoA dehydrogenase family protein
NLM32_RS06495,NLM32_RS06495_151520_152318,ATP-binding cassette domain-containing protein
NLM32_RS06500,NLM32_RS06500_152341_153223,ABC transporter permease subunit
NLM32_RS06505,NLM32_RS06505_153257_154259,ABC transporter substrate-binding protein
NLM32_RS06510,NLM32_RS06510_154350_155520,CoA transferase
NLM32_RS06515,NLM32_RS06515_155609_156854,CoA transferase
NLM32_RS06520,NLM32_RS06520_156959_158114,acyl-CoA dehydrogenase family protein
NLM32_RS06525,NLM32_RS06525_158246_159296,acryloyl-CoA reductase
NLM32_RS06530,NLM32_RS06530_159491_160643,NADH:flavin oxidoreductase/NADH oxidase
NLM32_RS06535,NLM32_RS06535_160883_161192,cytochrome c
NLM32_RS06540,NLM32_RS06540_161203_162403,molybdopterin-dependent oxidoreductase
NLM32_RS06545,NLM32_RS06545_162797_163961,cystathionine beta-lyase
NLM32_RS06550,NLM32_RS06550_165297_166329,transporter substrate-binding domain-containing protein
NLM32_RS06555,NLM32_RS06555_166372_167605,amino acid ABC transporter permease
NLM32_RS06560,NLM32_RS06560_167608_168769,ABC transporter permease subunit
NLM32_RS06565,NLM32_RS06565_168874_169582,ATP-binding cassette domain-containing protein
NLM32_RS06570,NLM32_RS06570_169751_170105,carboxymuconolactone decarboxylase family protein
NLM32_RS06575,NLM32_RS06575_170217_171153,LysR family transcriptional regulator
NLM32_RS06580,NLM32_RS06580_171249_171447,hypothetical protein
NLM32_RS06585,NLM32_RS06585_171618_172077,SRPBCC family protein
NLM32_RS06590,NLM32_RS06590_172568_172769,hypothetical protein
NLM32_RS06595,NLM32_RS06595_172943_174185,diguanylate cyclase
NLM32_RS45725,NLM32_RS45725_174404_174674,DUF3732 domain-containing protein
NLM32_RS06605,NLM32_RS06605_175153_175822,tyrosine-type recombinase/integrase
NLM32_RS06610,NLM32_RS06610_175842_176427,hypothetical protein
NLM32_RS06615,NLM32_RS06615_176468_177014,hypothetical protein
NLM32_RS06620,NLM32_RS06620_177023_177992,hypothetical protein
NLM32_RS06625,NLM32_RS06625_178124_178709,hypothetical protein
NLM32_RS06630,NLM32_RS06630_178838_179303,mobile mystery protein A
NLM32_RS06635,NLM32_RS06635_179289_179889,mobile mystery protein B
NLM32_RS06640,NLM32_RS06640_179893_180913,restriction endonuclease
NLM32_RS06645,NLM32_RS06645_181157_182372,nucleotide-binding protein
NLM32_RS06650,NLM32_RS06650_182522_184220,hypothetical protein
NLM32_RS06655,NLM32_RS06655_184220_184505,hypothetical protein
NLM32_RS06660,NLM32_RS06660_184714_184969,AAA family ATPase
NLM32_RS06665,NLM32_RS06665_184965_185142,hypothetical protein
NLM32_RS06670,NLM32_RS06670_185542_186289,DUF3223 domain-containing protein
NLM32_RS06675,NLM32_RS06675_186526_187465,IS481 family transposase
NLM32_RS06680,NLM32_RS06680_187415_188474,reverse transcriptase domain-containing protein
NLM32_RS06685,NLM32_RS06685_188565_189786,IS701 family transposase
NLM32_RS06690,NLM32_RS06690_190464_190839,hypothetical protein
NLM32_RS06695,NLM32_RS06695_190842_192444,hypothetical protein
NLM32_RS06700,NLM32_RS06700_192440_193271,ATP-binding protein
NLM32_RS06705,NLM32_RS06705_193267_193561,hypothetical protein
NLM32_RS06710,NLM32_RS06710_193564_194011,50S ribosomal protein L17
NLM32_RS06715,NLM32_RS06715_194728_196825,DNA/RNA non-specific endonuclease
NLM32_RS06720,NLM32_RS06720_196846_197821,S1/P1 nuclease
NLM32_RS06725,NLM32_RS06725_197835_198936,hypothetical protein
NLM32_RS06730,NLM32_RS06730_198985_200419,hypothetical protein
NLM32_RS06735,NLM32_RS06735_200378_201479,nucleoid-associated protein
NLM32_RS06740,NLM32_RS06740_201743_203291,Fic family protein
NLM32_RS06745,NLM32_RS06745_203585_204602,IS110 family transposase
NLM32_RS06750,NLM32_RS06750_205430_205691,hypothetical protein
NLM32_RS06755,NLM32_RS06755_206349_206631,hypothetical protein
NLM32_RS06760,NLM32_RS06760_206934_207132,hypothetical protein
NLM32_RS06765,NLM32_RS06765_207163_207400,hypothetical protein
NLM32_RS45730,NLM32_RS45730_207433_207547,hypothetical protein
NLM32_RS06770,NLM32_RS06770_208501_208690,hypothetical protein
NLM32_RS06775,NLM32_RS06775_208993_209212,hypothetical protein
NLM32_RS06780,NLM32_RS06780_209224_209562,transposase
NLM32_RS06785,NLM32_RS06785_209675_210458,IS630 family transposase
NLM32_RS06790,NLM32_RS06790_210438_210786,hypothetical protein
NLM32_RS06795,NLM32_RS06795_211239_212468,IS3 family transposase
NLM32_RS06800,NLM32_RS06800_212748_212988,hypothetical protein
NLM32_RS06805,NLM32_RS06805_213814_215311,methyl-accepting chemotaxis protein
NLM32_RS06810,NLM32_RS06810_215662_216103,VirK family protein
NLM32_RS06815,NLM32_RS06815_216353_217784,IS701 family transposase
NLM32_RS06820,NLM32_RS06820_217891_219328,IS701 family transposase
NLM32_RS06825,NLM32_RS06825_219473_220814,IS1182 family transposase
NLM32_RS06830,NLM32_RS06830_221303_221999,hypothetical protein
NLM32_RS06835,NLM32_RS06835_222425_222740,SOS response transcriptional repressor
NLM32_RS06840,NLM32_RS06840_222765_223887,IS630 family transposase
NLM32_RS06845,NLM32_RS06845_224444_225707,group II intron reverse transcriptase/maturase
NLM32_RS06850,NLM32_RS06850_225933_226965,substrate-binding domain-containing protein
NLM32_RS06855,NLM32_RS06855_228680_229067,response regulator
NLM32_RS06860,NLM32_RS06860_229153_229825,response regulator
NLM32_RS06865,NLM32_RS06865_231848_233282,MATE family efflux transporter
NLM32_RS06870,NLM32_RS06870_233769_235041,ISL3 family transposase
NLM32_RS06875,NLM32_RS06875_235576_235903,HU family DNA-binding protein
NLM32_RS06880,NLM32_RS06880_236993_238186,DUF932 domain-containing protein
NLM32_RS06885,NLM32_RS06885_238945_240439,strawberry notch family protein
NLM32_RS06890,NLM32_RS06890_240438_241494,toprim domain-containing protein
NLM32_RS06895,NLM32_RS06895_242026_242548,LuxR C-terminal-related transcriptional regulator
NLM32_RS06900,NLM32_RS06900_242592_243564,glycosyltransferase
NLM32_RS06905,NLM32_RS06905_243724_244297,"dTDP-4-dehydrorhamnose 3,5-epimerase"
NLM32_RS06910,NLM32_RS06910_244959_245967,glycosyltransferase
NLM32_RS06915,NLM32_RS06915_246187_246337,hypothetical protein
NLM32_RS06920,NLM32_RS06920_246435_246585,hypothetical protein
NLM32_RS06925,NLM32_RS06925_246625_247408,ATP-binding cassette domain-containing protein
NLM32_RS06930,NLM32_RS06930_247410_248175,ABC transporter permease
NLM32_RS06935,NLM32_RS06935_248335_250072,glycosyltransferase
NLM32_RS06940,NLM32_RS06940_250333_251206,glucose-1-phosphate thymidylyltransferase RfbA
NLM32_RS06945,NLM32_RS06945_251202_252096,dTDP-4-dehydrorhamnose reductase
NLM32_RS06950,NLM32_RS06950_252103_253147,"dTDP-glucose 4,6-dehydratase"
NLM32_RS06955,NLM32_RS06955_254834_255746,O-antigen ligase family protein
NLM32_RS06960,NLM32_RS06960_256195_258154,glycoside hydrolase family 127 protein
NLM32_RS06965,NLM32_RS06965_258717_258861,hypothetical protein
NLM32_RS06970,NLM32_RS06970_258975_260406,IS701 family transposase
NLM32_RS06975,NLM32_RS06975_260674_260836,IS5/IS1182 family transposase
NLM32_RS06980,NLM32_RS06980_260965_262399,E3 ubiquitin--protein ligase
NLM32_RS06985,NLM32_RS06985_263853_264438,septation protein IspZ
NLM32_RS06990,NLM32_RS06990_264677_265025,hypothetical protein
NLM32_RS06995,NLM32_RS06995_265396_265804,hypothetical protein
NLM32_RS07000,NLM32_RS07000_265878_266817,SLOG family protein
NLM32_RS07005,NLM32_RS07005_267052_268141,IS5 family transposase
NLM32_RS07010,NLM32_RS07010_268363_269199,transposase
NLM32_RS07015,NLM32_RS07015_269647_270222,IS5 family transposase
NLM32_RS07020,NLM32_RS07020_270292_270499,hypothetical protein
NLM32_RS07025,NLM32_RS07025_271574_272144,hypothetical protein
NLM32_RS07030,NLM32_RS07030_272696_273122,hypothetical protein
NLM32_RS07035,NLM32_RS07035_273677_273998,DUF736 family protein
NLM32_RS07040,NLM32_RS07040_274139_275082,IS630 family transposase
NLM32_RS07045,NLM32_RS07045_275500_276727,IS91 family transposase
NLM32_RS07050,NLM32_RS07050_276747_277608,tyrosine-type recombinase/integrase
NLM32_RS07055,NLM32_RS07055_278339_279158,calcium-binding protein
NLM32_RS07060,NLM32_RS07060_279965_280931,LysR substrate-binding domain-containing protein
NLM32_RS07065,NLM32_RS07065_281098_282172,Rieske 2Fe-2S domain-containing protein
NLM32_RS07070,NLM32_RS07070_282182_283190,2Fe-2S iron-sulfur cluster-binding protein
NLM32_RS07075,NLM32_RS07075_283849_286126,hypothetical protein
NLM32_RS07080,NLM32_RS07080_287456_288399,IS630 family transposase
NLM32_RS07085,NLM32_RS07085_288495_288813,DUF736 domain-containing protein
NLM32_RS07090,NLM32_RS07090_289199_289481,helix-turn-helix domain-containing protein
NLM32_RS07095,NLM32_RS07095_289584_289863,DUF2285 domain-containing protein
NLM32_RS45735,NLM32_RS45735_289988_290213,DUF6499 domain-containing protein
NLM32_RS07105,NLM32_RS07105_290274_290664,DUF2285 domain-containing protein
NLM32_RS07110,NLM32_RS07110_290633_292064,IS701 family transposase
NLM32_RS07115,NLM32_RS07115_292167_292329,DUF2285 domain-containing protein
NLM32_RS07120,NLM32_RS07120_292891_293542,NoeE-like protein
NLM32_RS07125,NLM32_RS07125_293649_294015,sulfotransferase
NLM32_RS07130,NLM32_RS07130_295301_295580,helix-turn-helix domain-containing protein
NLM32_RS07135,NLM32_RS07135_295608_296484,replication initiator protein A
NLM32_RS07140,NLM32_RS07140_296815_297280,DUF2840 domain-containing protein
NLM32_RS07145,NLM32_RS07145_297279_297786,S26 family signal peptidase
NLM32_RS07150,NLM32_RS07150_297788_298697,transglycosylase SLT domain-containing protein
NLM32_RS07155,NLM32_RS07155_298938_300666,DUF3363 domain-containing protein
NLM32_RS07160,NLM32_RS07160_300757_302734,IncP-type conjugal transfer protein TraG
NLM32_RS07165,NLM32_RS07165_302744_303194,CopG family transcriptional regulator
NLM32_RS07170,NLM32_RS07170_303862_304789,phosphoenolpyruvate mutase
NLM32_RS07175,NLM32_RS07175_304951_305212,hypothetical protein
NLM32_RS07180,NLM32_RS07180_305858_306932,Gfo/Idh/MocA family oxidoreductase
NLM32_RS07185,NLM32_RS07185_307810_309547,DUF87 domain-containing protein
NLM32_RS07190,NLM32_RS07190_309543_310590,SIR2 family protein
NLM32_RS07195,NLM32_RS07195_310652_313289,AAA family ATPase
NLM32_RS07200,NLM32_RS07200_313288_314407,metallophosphoesterase
NLM32_RS07205,NLM32_RS07205_315842_316094,BrnT family toxin
NLM32_RS07210,NLM32_RS07210_316648_318370,outer membrane beta-barrel protein
NLM32_RS07215,NLM32_RS07215_319406_320729,insulinase family protein
NLM32_RS07220,NLM32_RS07220_320725_322099,insulinase family protein
NLM32_RS07225,NLM32_RS07225_322208_322593,aminoacyl-tRNA hydrolase
NLM32_RS07230,NLM32_RS07230_322682_322988,hypothetical protein
NLM32_RS07235,NLM32_RS07235_323405_323918,hypothetical protein
NLM32_RS07240,NLM32_RS07240_324322_325927,glycosyl hydrolase family 18 protein
NLM32_RS07245,NLM32_RS07245_326387_326897,hypothetical protein
NLM32_RS07250,NLM32_RS07250_327321_328689,condensation domain-containing protein
NLM32_RS07255,NLM32_RS07255_328717_329965,MFS transporter
NLM32_RS07260,NLM32_RS07260_329961_330936,sulfotransferase
NLM32_RS07265,NLM32_RS07265_330932_332243,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
NLM32_RS07270,NLM32_RS07270_332270_333788,GMC oxidoreductase
NLM32_RS07275,NLM32_RS07275_334898_335765,radical SAM protein
NLM32_RS07280,NLM32_RS07280_337176_337821,YopT-type cysteine protease domain-containing protein
NLM32_RS07285,NLM32_RS07285_338531_338756,transposase
NLM32_RS07290,NLM32_RS07290_339363_341184,trehalose-6-phosphate synthase
NLM32_RS07295,NLM32_RS07295_341600_341729,transposase
NLM32_RS07300,NLM32_RS07300_341833_342010,hypothetical protein
NLM32_RS07305,NLM32_RS07305_343114_343372,hypothetical protein
NLM32_RS07310,NLM32_RS07310_343752_345438,HrpF/NolX family T3SS translocon protein
NLM32_RS07315,NLM32_RS07315_346499_349034,Ulp1 family isopeptidase
NLM32_RS07320,NLM32_RS07320_349092_349236,IS5/IS1182 family transposase
NLM32_RS07325,NLM32_RS07325_349468_350740,ISL3 family transposase
NLM32_RS07330,NLM32_RS07330_350776_350905,IS256 family transposase
NLM32_RS07335,NLM32_RS07335_351202_351379,hypothetical protein
NLM32_RS07340,NLM32_RS07340_351423_351708,DUF3892 domain-containing protein
NLM32_RS45740,NLM32_RS45740_352989_353256,hypothetical protein
NLM32_RS07350,NLM32_RS07350_353495_354262,IS21 family transposase
NLM32_RS07355,NLM32_RS07355_354286_356359,recombinase family protein
NLM32_RS07360,NLM32_RS07360_356692_357217,helix-turn-helix domain-containing protein
NLM32_RS07365,NLM32_RS07365_357415_357739,Y4bD/Y4pK family protein
NLM32_RS07370,NLM32_RS07370_357732_358509,transposase
NLM32_RS07375,NLM32_RS07375_358525_359275,IS21-like element helper ATPase IstB
NLM32_RS07380,NLM32_RS07380_360100_361216,recombinase family protein
NLM32_RS07385,NLM32_RS07385_361266_361749,Y4bD/Y4pK family protein
NLM32_RS07390,NLM32_RS07390_361778_361916,ATP-binding protein
NLM32_RS07395,NLM32_RS07395_362221_362971,sulfotransferase domain-containing protein
NLM32_RS07400,NLM32_RS07400_364343_364931,GNAT family N-acetyltransferase
NLM32_RS07405,NLM32_RS07405_365125_365855,DDE-type integrase/transposase/recombinase
NLM32_RS07410,NLM32_RS07410_365882_367148,IS256 family transposase
NLM32_RS07415,NLM32_RS07415_367246_367489,integrase core domain-containing protein
NLM32_RS07420,NLM32_RS07420_367514_367646,transposase
NLM32_RS07425,NLM32_RS07425_367741_368209,hypothetical protein
NLM32_RS07430,NLM32_RS07430_368205_368490,hypothetical protein
NLM32_RS07435,NLM32_RS07435_368605_369985,transposase
NLM32_RS45745,NLM32_RS45745_371319_371502,transposase
NLM32_RS07445,NLM32_RS07445_371675_372096,transposase family protein
NLM32_RS07450,NLM32_RS07450_372248_372371,transposase
NLM32_RS07455,NLM32_RS07455_372595_372949,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS07460,NLM32_RS07460_373063_374635,IS66 family transposase
NLM32_RS07465,NLM32_RS07465_374698_374893,transposase
NLM32_RS07470,NLM32_RS07470_375051_376025,ISNCY family transposase
NLM32_RS07475,NLM32_RS07475_376877_378107,Fic family protein
NLM32_RS07480,NLM32_RS07480_378124_378268,transposase domain-containing protein
NLM32_RS07485,NLM32_RS07485_378617_379016,transposase
NLM32_RS07490,NLM32_RS07490_378996_379350,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS07495,NLM32_RS07495_380115_381291,group II intron reverse transcriptase/maturase
NLM32_RS07500,NLM32_RS07500_381450_382998,IS66 family transposase
NLM32_RS07505,NLM32_RS07505_383153_383660,hypothetical protein
NLM32_RS07510,NLM32_RS07510_383646_385194,IS66 family transposase
NLM32_RS07515,NLM32_RS07515_385353_386529,group II intron reverse transcriptase/maturase
NLM32_RS07520,NLM32_RS07520_387294_387648,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS07525,NLM32_RS07525_387628_388078,transposase
NLM32_RS07530,NLM32_RS07530_388215_389487,ISL3 family transposase
NLM32_RS07535,NLM32_RS07535_389942_390290,transcriptional regulator
NLM32_RS07540,NLM32_RS07540_390407_391322,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM32_RS07545,NLM32_RS07545_391318_392056,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NLM32_RS07550,NLM32_RS07550_393216_393627,hypothetical protein
NLM32_RS07555,NLM32_RS07555_393743_393902,hypothetical protein
NLM32_RS07560,NLM32_RS07560_393917_394112,hypothetical protein
NLM32_RS07565,NLM32_RS07565_394969_403600,shikimate kinase
NLM32_RS07570,NLM32_RS07570_403681_404014,hypothetical protein
NLM32_RS07575,NLM32_RS07575_404097_404709,hypothetical protein
NLM32_RS07580,NLM32_RS07580_404861_407390,S8 family serine peptidase
NLM32_RS07585,NLM32_RS07585_407379_408588,AAA family ATPase
NLM32_RS07590,NLM32_RS07590_409529_410875,IS1380 family transposase
NLM32_RS07595,NLM32_RS07595_411023_412329,DUF2130 domain-containing protein
NLM32_RS07600,NLM32_RS07600_413996_414368,hypothetical protein
NLM32_RS07605,NLM32_RS07605_415088_415346,hypothetical protein
NLM32_RS07610,NLM32_RS07610_415650_417222,HrpF/NolX family T3SS translocon protein
NLM32_RS07615,NLM32_RS07615_417261_417702,HrpF/NolX family T3SS translocon protein
NLM32_RS07620,NLM32_RS07620_418777_419074,hypothetical protein
