Locus_Tag_Gene,Locus_Tag,Product
NLM25_RS07440,NLM25_RS07440_43944_44880,sulfate adenylyltransferase subunit CysD
NLM25_RS07445,NLM25_RS07445_45982_46968,ABC transporter ATP-binding protein
NLM25_RS07450,NLM25_RS07450_47726_47963,hypothetical protein
NLM25_RS07455,NLM25_RS07455_48405_49170,autoinducer binding domain-containing protein
NLM25_RS07460,NLM25_RS07460_50592_50835,hypothetical protein
NLM25_RS07465,NLM25_RS07465_51522_52263,outer membrane beta-barrel protein
NLM25_RS07470,NLM25_RS07470_52487_53367,IS5 family transposase
NLM25_RS07475,NLM25_RS07475_53561_54095,type IV secretory system conjugative DNA transfer family protein
NLM25_RS07480,NLM25_RS07480_54391_54634,hypothetical protein
NLM25_RS07485,NLM25_RS07485_54786_55107,DUF3768 domain-containing protein
NLM25_RS07490,NLM25_RS07490_55536_55890,hypothetical protein
NLM25_RS07495,NLM25_RS07495_56209_56527,hypothetical protein
NLM25_RS07500,NLM25_RS07500_56978_57644,IS5 family transposase
NLM25_RS07505,NLM25_RS07505_59005_59296,hypothetical protein
NLM25_RS07510,NLM25_RS07510_60416_61001,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLM25_RS07515,NLM25_RS07515_60997_62394,aminodeoxychorismate synthase component I
NLM25_RS07520,NLM25_RS07520_62486_62834,Dabb family protein
NLM25_RS07525,NLM25_RS07525_62991_63621,FCD domain-containing protein
NLM25_RS07530,NLM25_RS07530_63852_64620,biotin synthase BioB
NLM25_RS07535,NLM25_RS07535_64785_65137,aspartate 1-decarboxylase
NLM25_RS07540,NLM25_RS07540_65217_66366,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM25_RS07545,NLM25_RS07545_66362_67007,dethiobiotin synthase
NLM25_RS07550,NLM25_RS07550_66993_68277,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLM25_RS07555,NLM25_RS07555_69682_70555,3-methyl-2-oxobutanoate hydroxymethyltransferase
NLM25_RS07560,NLM25_RS07560_70568_71416,pantoate--beta-alanine ligase
NLM25_RS07565,NLM25_RS07565_73197_73398,hypothetical protein
NLM25_RS07570,NLM25_RS07570_73702_73864,hypothetical protein
NLM25_RS07575,NLM25_RS07575_74107_75097,cytochrome-c peroxidase
NLM25_RS07580,NLM25_RS07580_75757_76464,efflux RND transporter permease subunit
NLM25_RS07585,NLM25_RS07585_76754_77664,LysR family transcriptional regulator
NLM25_RS07590,NLM25_RS07590_78524_78797,hypothetical protein
NLM25_RS07595,NLM25_RS07595_80073_80310,HipA domain-containing protein
NLM25_RS07600,NLM25_RS07600_80985_81264,hypothetical protein
NLM25_RS07605,NLM25_RS07605_81725_81917,transposase
NLM25_RS07610,NLM25_RS07610_82047_82437,transposase
NLM25_RS07615,NLM25_RS07615_82916_83380,LLM class flavin-dependent oxidoreductase
NLM25_RS07620,NLM25_RS07620_83516_83858,hypothetical protein
NLM25_RS07625,NLM25_RS07625_85220_85766,hypothetical protein
NLM25_RS07630,NLM25_RS07630_87126_87337,cold-shock protein
NLM25_RS07635,NLM25_RS07635_88753_89640,GDP-L-fucose synthase
NLM25_RS07640,NLM25_RS07640_89680_90766,"GDP-mannose 4,6-dehydratase"
NLM25_RS07645,NLM25_RS07645_91738_92039,hypothetical protein
NLM25_RS07650,NLM25_RS07650_93752_94607,electron transfer flavoprotein subunit beta/FixA family protein
NLM25_RS07655,NLM25_RS07655_94641_95910,C4-dicarboxylate transporter DctA
NLM25_RS07660,NLM25_RS07660_98309_98741,response regulator
NLM25_RS07665,NLM25_RS07665_98985_99639,FkbM family methyltransferase
NLM25_RS07670,NLM25_RS07670_100011_100350,H-NS histone family protein
NLM25_RS07675,NLM25_RS07675_102403_102664,hypothetical protein
NLM25_RS07680,NLM25_RS07680_102633_103470,indole-3-glycerol phosphate synthase TrpC
NLM25_RS07685,NLM25_RS07685_104266_104767,flavin reductase
NLM25_RS07690,NLM25_RS07690_104839_105079,hypothetical protein
NLM25_RS07695,NLM25_RS07695_105801_106809,LLM class flavin-dependent oxidoreductase
NLM25_RS07700,NLM25_RS07700_106870_107962,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM25_RS07705,NLM25_RS07705_108975_109233,PLP-dependent transferase
NLM25_RS07710,NLM25_RS07710_109261_110134,PLP-dependent transferase
NLM25_RS07715,NLM25_RS07715_110992_111890,LysR family transcriptional regulator
NLM25_RS07720,NLM25_RS07720_112800_113013,hypothetical protein
NLM25_RS07725,NLM25_RS07725_113233_113692,MerR family transcriptional regulator
NLM25_RS07730,NLM25_RS07730_113835_114219,ABC transporter substrate-binding protein
NLM25_RS07735,NLM25_RS07735_114200_114389,hypothetical protein
NLM25_RS07740,NLM25_RS07740_114584_114770,hypothetical protein
NLM25_RS07745,NLM25_RS07745_115024_116020,LysR family transcriptional regulator
NLM25_RS07750,NLM25_RS07750_116978_117572,NodA family N-acyltransferase
NLM25_RS07755,NLM25_RS07755_117628_118228,chitooligosaccharide deacetylase NodB
NLM25_RS07760,NLM25_RS07760_118242_119607,chitooligosaccharide synthase NodC
NLM25_RS07765,NLM25_RS07765_119616_120246,methyltransferase domain-containing protein
NLM25_RS07770,NLM25_RS07770_120258_121965,nodulation protein NodU
NLM25_RS07775,NLM25_RS07775_121974_122889,nodulation factor ABC transporter ATP-binding protein NodI
NLM25_RS07780,NLM25_RS07780_122888_123677,ABC transporter permease
NLM25_RS07785,NLM25_RS07785_123832_125890,carbamoyltransferase
NLM25_RS07790,NLM25_RS07790_126140_127109,nodulation protein NodZ
NLM25_RS07795,NLM25_RS07795_127357_128175,IS630 family transposase
NLM25_RS07800,NLM25_RS07800_129019_129424,hypothetical protein
NLM25_RS07805,NLM25_RS07805_129644_131462,nif-specific transcriptional activator NifA
NLM25_RS07810,NLM25_RS07810_131941_132175,hypothetical protein
NLM25_RS07815,NLM25_RS07815_132682_133420,transglycosylase domain-containing protein
NLM25_RS07820,NLM25_RS07820_134698_136240,AMP-binding protein
NLM25_RS07825,NLM25_RS07825_136567_137236,hypothetical protein
NLM25_RS07830,NLM25_RS07830_137271_138021,hypothetical protein
NLM25_RS07835,NLM25_RS07835_138965_140573,methylcrotonoyl-CoA carboxylase
NLM25_RS07840,NLM25_RS07840_140574_141078,hypothetical protein
NLM25_RS07845,NLM25_RS07845_141079_142528,ATP-grasp domain-containing protein
NLM25_RS07850,NLM25_RS07850_144029_144398,hypothetical protein
NLM25_RS07855,NLM25_RS07855_144765_145353,hypothetical protein
NLM25_RS07860,NLM25_RS07860_146478_149620,efflux RND transporter permease subunit
NLM25_RS07865,NLM25_RS07865_151859_153687,glutamine--fructose-6-phosphate transaminase (isomerizing)
NLM25_RS07870,NLM25_RS07870_153957_155235,glycosyl hydrolase family 28 protein
NLM25_RS07875,NLM25_RS07875_155389_156376,pectinesterase family protein
NLM25_RS07880,NLM25_RS07880_157006_157378,LLM class flavin-dependent oxidoreductase
NLM25_RS07885,NLM25_RS07885_157398_158319,hypothetical protein
NLM25_RS07890,NLM25_RS07890_158374_158725,6-carboxytetrahydropterin synthase
NLM25_RS07895,NLM25_RS07895_158803_159055,hypothetical protein
NLM25_RS07900,NLM25_RS07900_160339_161179,SDR family oxidoreductase
NLM25_RS07905,NLM25_RS07905_161673_161868,4Fe-4S binding protein
NLM25_RS07910,NLM25_RS07910_162539_162974,response regulator
NLM25_RS07915,NLM25_RS07915_163357_164248,nitrogenase iron protein
NLM25_RS07920,NLM25_RS07920_164323_165826,nitrogenase molybdenum-iron protein alpha chain
NLM25_RS07925,NLM25_RS07925_165873_167433,nitrogenase molybdenum-iron protein subunit beta
NLM25_RS07930,NLM25_RS07930_167482_169216,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
NLM25_RS07935,NLM25_RS07935_169240_170587,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN
NLM25_RS07940,NLM25_RS07940_170643_171039,nitrogen fixation protein NifX
NLM25_RS07945,NLM25_RS07945_171050_171521,NifX-associated nitrogen fixation protein
NLM25_RS07950,NLM25_RS07950_171529_171739,hypothetical protein
NLM25_RS07955,NLM25_RS07955_171741_172032,"ferredoxin III, nif-specific"
NLM25_RS43870,NLM25_RS43870_172198_172321,hypothetical protein
NLM25_RS07960,NLM25_RS07960_173071_173386,hypothetical protein
NLM25_RS07965,NLM25_RS07965_173660_174251,hypothetical protein
NLM25_RS07970,NLM25_RS07970_174568_174889,iron-sulfur cluster assembly accessory protein
NLM25_RS07975,NLM25_RS07975_174930_175239,NifU family protein
NLM25_RS07980,NLM25_RS07980_175303_176386,aminotransferase class V-fold PLP-dependent enzyme
NLM25_RS07985,NLM25_RS07985_176435_176660,putative nitrogen fixation protein NifT
NLM25_RS07990,NLM25_RS07990_176710_177523,SIR2 family protein
NLM25_RS07995,NLM25_RS07995_177747_179304,nitrogenase cofactor biosynthesis protein NifB
NLM25_RS08000,NLM25_RS08000_179318_179543,4Fe-4S binding protein
NLM25_RS08005,NLM25_RS08005_179867_180395,hypothetical protein
NLM25_RS08010,NLM25_RS08010_180997_181279,nitrogen fixation protein NifZ
NLM25_RS08015,NLM25_RS08015_181549_181864,hypothetical protein
NLM25_RS08020,NLM25_RS08020_181884_182146,hypothetical protein
NLM25_RS08025,NLM25_RS08025_182535_182799,BolA/IbaG family iron-sulfur metabolism protein
NLM25_RS08030,NLM25_RS08030_183003_183354,(2Fe-2S) ferredoxin domain-containing protein
NLM25_RS08035,NLM25_RS08035_183668_184559,nitrogenase iron protein
NLM25_RS08040,NLM25_RS08040_184621_185347,nitrogen fixation protein NifQ
NLM25_RS08045,NLM25_RS08045_185728_186012,transcriptional repressor
NLM25_RS08050,NLM25_RS08050_186183_187362,homocitrate synthase
NLM25_RS08055,NLM25_RS08055_187504_187834,nitrogenase stabilizing/protective protein NifW
NLM25_RS08060,NLM25_RS08060_188392_189520,FAD-binding protein
NLM25_RS08065,NLM25_RS08065_189516_190824,FAD-dependent oxidoreductase
NLM25_RS08070,NLM25_RS08070_190862_191159,4Fe-4S dicluster domain-containing protein
NLM25_RS08075,NLM25_RS08075_192719_193115,hypothetical protein
NLM25_RS08080,NLM25_RS08080_193437_194007,hypothetical protein
NLM25_RS08085,NLM25_RS08085_195015_196341,DUF3422 family protein
NLM25_RS08090,NLM25_RS08090_196473_196650,HypC/HybG/HupF family hydrogenase formation chaperone
NLM25_RS08095,NLM25_RS08095_196606_196708,hypothetical protein
NLM25_RS08100,NLM25_RS08100_196735_196858,CoA transferase
NLM25_RS08105,NLM25_RS08105_198359_198857,hypothetical protein
NLM25_RS08110,NLM25_RS08110_199458_199596,hypothetical protein
NLM25_RS08115,NLM25_RS08115_200809_201115,hypothetical protein
NLM25_RS08120,NLM25_RS08120_201693_202395,3-keto-5-aminohexanoate cleavage protein
NLM25_RS08125,NLM25_RS08125_202351_202525,3-keto-5-aminohexanoate cleavage protein
NLM25_RS08130,NLM25_RS08130_202689_203457,MFS transporter
NLM25_RS08135,NLM25_RS08135_204009_204516,avidin/streptavidin family protein
NLM25_RS08140,NLM25_RS08140_205084_207412,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
NLM25_RS08145,NLM25_RS08145_208456_209377,TauD/TfdA family dioxygenase
NLM25_RS08150,NLM25_RS08150_211438_211801,carbohydrate porin
NLM25_RS08155,NLM25_RS08155_212399_212609,hypothetical protein
NLM25_RS08160,NLM25_RS08160_213532_213787,hypothetical protein
NLM25_RS08165,NLM25_RS08165_213812_214967,ribonucleotide-diphosphate reductase subunit beta
NLM25_RS08170,NLM25_RS08170_214977_217881,ribonucleoside-diphosphate reductase subunit alpha
NLM25_RS08175,NLM25_RS08175_218638_218821,hypothetical protein
NLM25_RS08180,NLM25_RS08180_218993_219453,integrase core domain-containing protein
NLM25_RS08185,NLM25_RS08185_220715_220937,hypothetical protein
NLM25_RS08190,NLM25_RS08190_221210_221747,hypothetical protein
NLM25_RS08195,NLM25_RS08195_223390_223636,transposase
NLM25_RS08200,NLM25_RS08200_223662_224239,IS66 family transposase zinc-finger binding domain-containing protein
NLM25_RS08205,NLM25_RS08205_224360_224519,IS66 family insertion sequence element accessory protein TnpB
NLM25_RS08210,NLM25_RS08210_224460_224628,hypothetical protein
NLM25_RS08215,NLM25_RS08215_224553_224898,hypothetical protein
NLM25_RS08220,NLM25_RS08220_224998_225115,IS66 family insertion sequence element accessory protein TnpB
NLM25_RS08225,NLM25_RS08225_225854_226031,hypothetical protein
NLM25_RS08230,NLM25_RS08230_229185_229740,diguanylate cyclase
NLM25_RS08235,NLM25_RS08235_230593_232057,EAL domain-containing protein
NLM25_RS08240,NLM25_RS08240_232828_233461,transposase
NLM25_RS08245,NLM25_RS08245_234248_234488,IS256 family transposase
NLM25_RS08250,NLM25_RS08250_234997_236050,"lysine 2,3-aminomutase"
NLM25_RS08255,NLM25_RS08255_236065_237667,gamma-glutamyltransferase
NLM25_RS08260,NLM25_RS08260_237735_238476,hypothetical protein
NLM25_RS08265,NLM25_RS08265_238504_239551,ATP-grasp domain-containing protein
NLM25_RS08270,NLM25_RS08270_239619_240418,transposase
NLM25_RS08275,NLM25_RS08275_241337_241490,cytochrome P450
NLM25_RS08280,NLM25_RS08280_241499_242702,cytochrome P450
NLM25_RS08285,NLM25_RS08285_242794_244084,cytochrome P450
NLM25_RS08290,NLM25_RS08290_244085_244394,ferredoxin
NLM25_RS08295,NLM25_RS08295_244380_244836,SDR family oxidoreductase
NLM25_RS08300,NLM25_RS08300_244835_246179,cytochrome P450
NLM25_RS08305,NLM25_RS08305_246307_247306,polyprenyl synthetase family protein
NLM25_RS08310,NLM25_RS08310_247437_247587,hypothetical protein
NLM25_RS08315,NLM25_RS08315_247637_249134,hypothetical protein
NLM25_RS08320,NLM25_RS08320_249130_250033,hypothetical protein
NLM25_RS08325,NLM25_RS08325_250107_250472,type 2 isopentenyl-diphosphate Delta-isomerase
NLM25_RS08330,NLM25_RS08330_250571_250715,hypothetical protein
NLM25_RS08335,NLM25_RS08335_251508_251670,transposase
NLM25_RS08340,NLM25_RS08340_251809_252046,transposase domain-containing protein
NLM25_RS08345,NLM25_RS08345_252083_252947,transposase
NLM25_RS08350,NLM25_RS08350_252950_253282,transposase
NLM25_RS08355,NLM25_RS08355_253538_254561,IS110 family transposase
NLM25_RS08360,NLM25_RS08360_254675_254812,IS3 family transposase
NLM25_RS08365,NLM25_RS08365_255752_256340,GNAT family N-acetyltransferase
NLM25_RS08370,NLM25_RS08370_256651_257209,FAD-dependent oxidoreductase
NLM25_RS08375,NLM25_RS08375_258403_258888,transposase
NLM25_RS08380,NLM25_RS08380_259383_259608,acetoacetate decarboxylase family protein
NLM25_RS08385,NLM25_RS08385_261796_261949,hypothetical protein
NLM25_RS08390,NLM25_RS08390_262615_263821,HlyD family efflux transporter periplasmic adaptor subunit
NLM25_RS08395,NLM25_RS08395_263826_265791,glycosyltransferase
NLM25_RS08400,NLM25_RS08400_265800_266886,hypothetical protein
NLM25_RS08405,NLM25_RS08405_267220_267961,glycosyl hydrolase
NLM25_RS08410,NLM25_RS08410_268106_268768,IS3 family transposase
NLM25_RS08415,NLM25_RS08415_268806_269059,hypothetical protein
NLM25_RS08420,NLM25_RS08420_269568_269826,integrase core domain-containing protein
NLM25_RS08425,NLM25_RS08425_269906_270583,IS3 family transposase
NLM25_RS08430,NLM25_RS08430_270632_271112,FAD binding domain-containing protein
NLM25_RS08435,NLM25_RS08435_271072_271273,2Fe-2S iron-sulfur cluster-binding protein
NLM25_RS08440,NLM25_RS08440_272170_272599,hypothetical protein
NLM25_RS08445,NLM25_RS08445_272814_273099,DUF3892 domain-containing protein
NLM25_RS08450,NLM25_RS08450_274940_275093,hypothetical protein
NLM25_RS08455,NLM25_RS08455_275806_276070,hypothetical protein
NLM25_RS08460,NLM25_RS08460_276206_277046,hypothetical protein
NLM25_RS08465,NLM25_RS08465_277125_277788,AAA family ATPase
NLM25_RS08470,NLM25_RS08470_280362_280821,GNAT family N-acetyltransferase
NLM25_RS08475,NLM25_RS08475_281202_282321,IS256 family transposase
NLM25_RS08480,NLM25_RS08480_283654_284407,IS5 family transposase
NLM25_RS08485,NLM25_RS08485_285767_286964,efflux RND transporter periplasmic adaptor subunit
NLM25_RS08490,NLM25_RS08490_286968_290076,multidrug efflux RND transporter permease subunit
NLM25_RS08495,NLM25_RS08495_290163_290323,IS3 family transposase
NLM25_RS08500,NLM25_RS08500_290344_290808,transposase
NLM25_RS08505,NLM25_RS08505_291605_293309,outer membrane beta-barrel protein
NLM25_RS08515,NLM25_RS08515_293897_294399,DDE-type integrase/transposase/recombinase
NLM25_RS08520,NLM25_RS08520_294454_294892,hypothetical protein
NLM25_RS08525,NLM25_RS08525_295224_295791,hypothetical protein
NLM25_RS08530,NLM25_RS08530_296701_296974,hypothetical protein
NLM25_RS08535,NLM25_RS08535_297612_298221,hypothetical protein
NLM25_RS08540,NLM25_RS08540_298671_298959,hypothetical protein
NLM25_RS08545,NLM25_RS08545_299388_299502,IS3 family transposase
NLM25_RS08550,NLM25_RS08550_301613_302323,transposase
NLM25_RS08555,NLM25_RS08555_302374_303844,hypothetical protein
NLM25_RS08560,NLM25_RS08560_304135_306541,DUF3141 domain-containing protein
NLM25_RS08565,NLM25_RS08565_307171_307947,transposase
NLM25_RS08570,NLM25_RS08570_309398_309839,hypothetical protein
NLM25_RS08575,NLM25_RS08575_309884_310271,hypothetical protein
NLM25_RS08580,NLM25_RS08580_311334_312253,peptidase S10
NLM25_RS08585,NLM25_RS08585_314232_315828,RNA polymerase factor sigma-54
NLM25_RS08590,NLM25_RS08590_316586_318227,chaperonin GroEL
NLM25_RS08595,NLM25_RS08595_318317_318632,co-chaperone GroES
NLM25_RS08600,NLM25_RS08600_319135_319609,hypothetical protein
NLM25_RS08605,NLM25_RS08605_320103_321435,oxygen-independent coproporphyrinogen III oxidase
NLM25_RS08610,NLM25_RS08610_322562_323183,sigma 54-interacting transcriptional regulator
NLM25_RS08615,NLM25_RS08615_323225_323291,hypothetical protein
NLM25_RS08620,NLM25_RS08620_323263_323836,sigma 54-interacting transcriptional regulator
NLM25_RS08625,NLM25_RS08625_323994_324351,XylR N-terminal domain-containing protein
NLM25_RS08630,NLM25_RS08630_324827_326213,aldehyde dehydrogenase family protein
NLM25_RS08635,NLM25_RS08635_326301_327402,alcohol dehydrogenase catalytic domain-containing protein
NLM25_RS08640,NLM25_RS08640_327648_328407,alpha/beta hydrolase fold domain-containing protein
NLM25_RS08645,NLM25_RS08645_330604_330802,hypothetical protein
NLM25_RS08650,NLM25_RS08650_332231_332984,IS5 family transposase
NLM25_RS08655,NLM25_RS08655_333154_333691,hypothetical protein
NLM25_RS08660,NLM25_RS08660_334324_334507,hypothetical protein
NLM25_RS08665,NLM25_RS08665_335436_335676,DUF3892 domain-containing protein
NLM25_RS43875,NLM25_RS43875_336062_336197,hypothetical protein
NLM25_RS08670,NLM25_RS08670_336904_337231,DUF962 domain-containing protein
NLM25_RS08675,NLM25_RS08675_337890_338412,LysR substrate-binding domain-containing protein
NLM25_RS08680,NLM25_RS08680_338900_340070,sulfotransferase
NLM25_RS08685,NLM25_RS08685_341188_343882,PAS domain S-box protein
NLM25_RS08690,NLM25_RS08690_343909_344083,hypothetical protein
NLM25_RS08695,NLM25_RS08695_344218_344428,cold shock domain-containing protein
NLM25_RS08700,NLM25_RS08700_344459_345185,hypothetical protein
NLM25_RS08705,NLM25_RS08705_345888_346239,hypothetical protein
NLM25_RS08710,NLM25_RS08710_346976_347150,hypothetical protein
NLM25_RS08715,NLM25_RS08715_347227_347551,hypothetical protein
NLM25_RS08720,NLM25_RS08720_347917_348121,cold-shock protein
NLM25_RS08725,NLM25_RS08725_348614_348974,hypothetical protein
NLM25_RS08730,NLM25_RS08730_349101_349383,hypothetical protein
NLM25_RS08735,NLM25_RS08735_349638_349941,DUF3606 domain-containing protein
NLM25_RS08740,NLM25_RS08740_351269_351506,hypothetical protein
NLM25_RS08745,NLM25_RS08745_351602_353171,IS66 family transposase
NLM25_RS08750,NLM25_RS08750_353244_353403,IS66 family insertion sequence element accessory protein TnpB
NLM25_RS08755,NLM25_RS08755_353344_353512,hypothetical protein
NLM25_RS08760,NLM25_RS08760_353437_353782,hypothetical protein
NLM25_RS08765,NLM25_RS08765_353882_353999,IS66 family insertion sequence element accessory protein TnpB
NLM25_RS08770,NLM25_RS08770_354487_354844,adenosylmethionine decarboxylase
NLM25_RS08775,NLM25_RS08775_356339_362819,amino acid adenylation domain-containing protein
NLM25_RS08780,NLM25_RS08780_362811_364224,MATE family efflux transporter
NLM25_RS08785,NLM25_RS08785_364738_364960,Tm-1-like ATP-binding domain-containing protein
NLM25_RS08790,NLM25_RS08790_365088_365253,Tm-1-like ATP-binding domain-containing protein
NLM25_RS08795,NLM25_RS08795_365860_366103,hypothetical protein
NLM25_RS08800,NLM25_RS08800_366109_366313,hypothetical protein
NLM25_RS08805,NLM25_RS08805_366533_366719,hypothetical protein
NLM25_RS08810,NLM25_RS08810_367262_368132,hypothetical protein
NLM25_RS08815,NLM25_RS08815_368692_369409,hypothetical protein
NLM25_RS08820,NLM25_RS08820_370200_370791,hypothetical protein
NLM25_RS08825,NLM25_RS08825_370787_371471,hypothetical protein
NLM25_RS08830,NLM25_RS08830_371963_372353,DUF4065 domain-containing protein
NLM25_RS08835,NLM25_RS08835_373384_373861,DUF3833 family protein
NLM25_RS08840,NLM25_RS08840_375424_375574,hypothetical protein
NLM25_RS08845,NLM25_RS08845_376337_377114,enoyl-CoA hydratase-related protein
NLM25_RS08850,NLM25_RS08850_377150_378020,FAD binding domain-containing protein
NLM25_RS08855,NLM25_RS08855_378016_378496,2Fe-2S iron-sulfur cluster-binding protein
NLM25_RS08860,NLM25_RS08860_378492_379254,MBL fold metallo-hydrolase
NLM25_RS08865,NLM25_RS08865_379207_381643,molybdopterin-dependent oxidoreductase
NLM25_RS08870,NLM25_RS08870_381639_382389,SDR family oxidoreductase
NLM25_RS08875,NLM25_RS08875_382401_384033,AMP-binding protein
NLM25_RS08880,NLM25_RS08880_383959_384883,winged helix-turn-helix transcriptional regulator
NLM25_RS08885,NLM25_RS08885_385222_386398,ABC transporter substrate-binding protein
NLM25_RS08890,NLM25_RS08890_386568_387033,hypothetical protein
NLM25_RS08895,NLM25_RS08895_386975_387317,carbon monoxide dehydrogenase subunit G
NLM25_RS08900,NLM25_RS08900_387580_388303,LrgB family protein
NLM25_RS08905,NLM25_RS08905_388299_388686,CidA/LrgA family protein
NLM25_RS08910,NLM25_RS08910_388840_389551,GntR family transcriptional regulator
NLM25_RS08915,NLM25_RS08915_389733_391272,ATP-binding cassette domain-containing protein
NLM25_RS08920,NLM25_RS08920_391331_392315,ABC transporter permease
NLM25_RS08925,NLM25_RS08925_392405_393392,substrate-binding domain-containing protein
NLM25_RS08930,NLM25_RS08930_393455_394520,aldo/keto reductase
NLM25_RS08935,NLM25_RS08935_394548_395598,aldo/keto reductase
NLM25_RS08940,NLM25_RS08940_395594_396077,hypothetical protein
NLM25_RS08945,NLM25_RS08945_396073_396922,MBL fold metallo-hydrolase
NLM25_RS08950,NLM25_RS08950_396959_397940,aldo/keto reductase
NLM25_RS08955,NLM25_RS08955_398062_398239,hypothetical protein
NLM25_RS08960,NLM25_RS08960_398428_399307,3-keto-5-aminohexanoate cleavage protein
NLM25_RS08965,NLM25_RS08965_399492_400371,LysR substrate-binding domain-containing protein
NLM25_RS08970,NLM25_RS08970_400594_401872,RuBisCO large subunit C-terminal-like domain-containing protein
NLM25_RS08975,NLM25_RS08975_401889_403254,four-carbon acid sugar kinase family protein
NLM25_RS08980,NLM25_RS08980_403365_405216,TRAP transporter large permease subunit
NLM25_RS08985,NLM25_RS08985_405257_406283,DctP family TRAP transporter solute-binding subunit
NLM25_RS08990,NLM25_RS08990_406306_407092,glucose 1-dehydrogenase
NLM25_RS08995,NLM25_RS08995_407156_408572,pyruvate kinase
NLM25_RS09000,NLM25_RS09000_408684_410718,methyl-accepting chemotaxis protein
NLM25_RS09005,NLM25_RS09005_411140_411926,SDR family oxidoreductase
NLM25_RS09010,NLM25_RS09010_411962_412896,dihydrodipicolinate synthase family protein
NLM25_RS09015,NLM25_RS09015_413058_413922,dihydrodipicolinate synthase family protein
NLM25_RS09020,NLM25_RS09020_414051_414783,FAD-binding protein
NLM25_RS09025,NLM25_RS09025_414782_415967,FAD-binding protein
NLM25_RS09030,NLM25_RS09030_415969_417329,glycolate oxidase subunit GlcF
NLM25_RS09035,NLM25_RS09035_418131_419422,phosphopyruvate hydratase
NLM25_RS09040,NLM25_RS09040_420017_420831,3-keto-5-aminohexanoate cleavage protein
NLM25_RS09045,NLM25_RS09045_420848_421862,Ldh family oxidoreductase
NLM25_RS09050,NLM25_RS09050_422078_422540,hypothetical protein
NLM25_RS09055,NLM25_RS09055_422490_423015,S8 family serine peptidase
