Locus_Tag_Gene,Locus_Tag,Product
NLM15_RS07065,NLM15_RS07065_49064_49307,hypothetical protein
NLM15_RS07070,NLM15_RS07070_49993_50734,outer membrane beta-barrel protein
NLM15_RS07075,NLM15_RS07075_50958_51836,IS5 family transposase
NLM15_RS07080,NLM15_RS07080_52030_52564,type IV secretory system conjugative DNA transfer family protein
NLM15_RS07085,NLM15_RS07085_53254_53575,DUF3768 domain-containing protein
NLM15_RS07090,NLM15_RS07090_54004_54358,hypothetical protein
NLM15_RS07095,NLM15_RS07095_54384_54531,transposase domain-containing protein
NLM15_RS07100,NLM15_RS07100_54677_54995,hypothetical protein
NLM15_RS07105,NLM15_RS07105_55446_56112,IS5 family transposase
NLM15_RS07110,NLM15_RS07110_57475_57766,hypothetical protein
NLM15_RS07115,NLM15_RS07115_58886_59471,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLM15_RS07120,NLM15_RS07120_59467_60862,anthranilate synthase component I family protein
NLM15_RS07125,NLM15_RS07125_60954_61302,Dabb family protein
NLM15_RS07130,NLM15_RS07130_61459_62089,FCD domain-containing protein
NLM15_RS07135,NLM15_RS07135_62206_63271,biotin synthase BioB
NLM15_RS07140,NLM15_RS07140_63252_63604,aspartate 1-decarboxylase
NLM15_RS07145,NLM15_RS07145_63684_64833,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM15_RS07150,NLM15_RS07150_64829_65474,dethiobiotin synthase
NLM15_RS07155,NLM15_RS07155_65460_66744,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLM15_RS07160,NLM15_RS07160_68149_69022,3-methyl-2-oxobutanoate hydroxymethyltransferase
NLM15_RS07165,NLM15_RS07165_69035_69884,pantoate--beta-alanine ligase
NLM15_RS07170,NLM15_RS07170_71665_71866,hypothetical protein
NLM15_RS07175,NLM15_RS07175_72170_72332,hypothetical protein
NLM15_RS07180,NLM15_RS07180_72575_73565,c-type cytochrome
NLM15_RS07185,NLM15_RS07185_74233_74940,efflux RND transporter permease subunit
NLM15_RS07190,NLM15_RS07190_75231_76143,LysR family transcriptional regulator
NLM15_RS07195,NLM15_RS07195_77021_77294,hypothetical protein
NLM15_RS07200,NLM15_RS07200_78229_78430,transposase
NLM15_RS07205,NLM15_RS07205_78454_78934,transposase
NLM15_RS07210,NLM15_RS07210_79413_79877,LLM class flavin-dependent oxidoreductase
NLM15_RS07215,NLM15_RS07215_80013_80355,hypothetical protein
NLM15_RS07220,NLM15_RS07220_81714_82260,hypothetical protein
NLM15_RS07225,NLM15_RS07225_83620_83831,cold-shock protein
NLM15_RS07230,NLM15_RS07230_85247_86132,GDP-L-fucose synthase
NLM15_RS07235,NLM15_RS07235_86172_87258,"GDP-mannose 4,6-dehydratase"
NLM15_RS07240,NLM15_RS07240_88052_88253,hypothetical protein
NLM15_RS07245,NLM15_RS07245_88230_88531,hypothetical protein
NLM15_RS07250,NLM15_RS07250_90244_91099,electron transfer flavoprotein subunit beta/FixA family protein
NLM15_RS07255,NLM15_RS07255_91133_92402,C4-dicarboxylate transporter DctA
NLM15_RS07260,NLM15_RS07260_94798_95230,response regulator
NLM15_RS07265,NLM15_RS07265_95474_96128,FkbM family methyltransferase
NLM15_RS07270,NLM15_RS07270_96501_96831,H-NS histone family protein
NLM15_RS07275,NLM15_RS07275_98884_99118,anthranilate phosphoribosyltransferase
NLM15_RS07280,NLM15_RS07280_99123_99951,indole-3-glycerol phosphate synthase TrpC
NLM15_RS07285,NLM15_RS07285_100747_101248,flavin reductase
NLM15_RS07290,NLM15_RS07290_101320_101560,hypothetical protein
NLM15_RS07295,NLM15_RS07295_102282_103290,LLM class flavin-dependent oxidoreductase
NLM15_RS07300,NLM15_RS07300_103351_104443,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM15_RS07305,NLM15_RS07305_105321_106614,cystathionine beta-lyase
NLM15_RS07310,NLM15_RS07310_107472_108372,LysR substrate-binding domain-containing protein
NLM15_RS07315,NLM15_RS07315_109282_109495,hypothetical protein
NLM15_RS07320,NLM15_RS07320_109715_110174,MerR family transcriptional regulator
NLM15_RS07325,NLM15_RS07325_110318_110702,ABC transporter substrate-binding protein
NLM15_RS07330,NLM15_RS07330_110683_110872,hypothetical protein
NLM15_RS07335,NLM15_RS07335_111067_111316,hypothetical protein
NLM15_RS07340,NLM15_RS07340_111508_112504,LysR family transcriptional regulator
NLM15_RS07345,NLM15_RS07345_113462_114056,NodA family N-acyltransferase
NLM15_RS07350,NLM15_RS07350_114112_114712,chitooligosaccharide deacetylase NodB
NLM15_RS07355,NLM15_RS07355_114726_116091,chitooligosaccharide synthase NodC
NLM15_RS07360,NLM15_RS07360_116100_116730,methyltransferase domain-containing protein
NLM15_RS07365,NLM15_RS07365_116742_118449,nodulation protein NodU
NLM15_RS07370,NLM15_RS07370_118458_119373,nodulation factor ABC transporter ATP-binding protein NodI
NLM15_RS07375,NLM15_RS07375_119372_120161,ABC transporter permease
NLM15_RS07380,NLM15_RS07380_120316_122374,carbamoyltransferase
NLM15_RS07385,NLM15_RS07385_122624_123593,nodulation protein NodZ
NLM15_RS07390,NLM15_RS07390_123841_124659,IS630 family transposase
NLM15_RS07395,NLM15_RS07395_125648_125909,hypothetical protein
NLM15_RS07400,NLM15_RS07400_126129_127947,nif-specific transcriptional activator NifA
NLM15_RS07405,NLM15_RS07405_128426_128660,hypothetical protein
NLM15_RS07410,NLM15_RS07410_129167_129905,transglycosylase domain-containing protein
NLM15_RS07415,NLM15_RS07415_131168_132710,AMP-binding protein
NLM15_RS07420,NLM15_RS07420_133037_133706,hypothetical protein
NLM15_RS07425,NLM15_RS07425_133742_134492,hypothetical protein
NLM15_RS07430,NLM15_RS07430_135437_137045,methylcrotonoyl-CoA carboxylase
NLM15_RS07435,NLM15_RS07435_137046_137550,hypothetical protein
NLM15_RS07440,NLM15_RS07440_137551_139000,ATP-grasp domain-containing protein
NLM15_RS07445,NLM15_RS07445_140499_140868,hypothetical protein
NLM15_RS07450,NLM15_RS07450_142950_146091,efflux RND transporter permease subunit
NLM15_RS07455,NLM15_RS07455_148315_150142,glutamine--fructose-6-phosphate transaminase (isomerizing)
NLM15_RS07460,NLM15_RS07460_150412_151690,glycosyl hydrolase family 28 protein
NLM15_RS07465,NLM15_RS07465_151844_152831,pectinesterase family protein
NLM15_RS07470,NLM15_RS07470_153263_153464,hypothetical protein
NLM15_RS07475,NLM15_RS07475_153460_153832,LLM class flavin-dependent oxidoreductase
NLM15_RS07480,NLM15_RS07480_153852_154743,hypothetical protein
NLM15_RS07485,NLM15_RS07485_154827_155178,6-carboxytetrahydropterin synthase
NLM15_RS07490,NLM15_RS07490_155256_155508,hypothetical protein
NLM15_RS07495,NLM15_RS07495_156792_157632,SDR family oxidoreductase
NLM15_RS07500,NLM15_RS07500_158122_158317,4Fe-4S binding protein
NLM15_RS07505,NLM15_RS07505_158988_159423,response regulator
NLM15_RS07510,NLM15_RS07510_159806_160697,nitrogenase iron protein
NLM15_RS07515,NLM15_RS07515_160772_162275,nitrogenase molybdenum-iron protein alpha chain
NLM15_RS07520,NLM15_RS07520_162322_163882,nitrogenase molybdenum-iron protein subunit beta
NLM15_RS07525,NLM15_RS07525_163931_165665,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
NLM15_RS07530,NLM15_RS07530_165689_167036,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN
NLM15_RS07535,NLM15_RS07535_167092_167488,nitrogen fixation protein NifX
NLM15_RS07540,NLM15_RS07540_167499_167970,NifX-associated nitrogen fixation protein
NLM15_RS07545,NLM15_RS07545_167978_168188,hypothetical protein
NLM15_RS07550,NLM15_RS07550_168190_168481,"ferredoxin III, nif-specific"
NLM15_RS43475,NLM15_RS43475_168648_168771,hypothetical protein
NLM15_RS07555,NLM15_RS07555_169521_169836,hypothetical protein
NLM15_RS07560,NLM15_RS07560_170110_170701,hypothetical protein
NLM15_RS07565,NLM15_RS07565_171018_171339,iron-sulfur cluster assembly accessory protein
NLM15_RS07570,NLM15_RS07570_171380_171689,NifU family protein
NLM15_RS07575,NLM15_RS07575_171753_172836,aminotransferase class V-fold PLP-dependent enzyme
NLM15_RS07580,NLM15_RS07580_172885_173110,putative nitrogen fixation protein NifT
NLM15_RS07585,NLM15_RS07585_173160_173973,SIR2 family protein
NLM15_RS07590,NLM15_RS07590_174197_175754,nitrogenase cofactor biosynthesis protein NifB
NLM15_RS07595,NLM15_RS07595_175768_175993,4Fe-4S binding protein
NLM15_RS07600,NLM15_RS07600_176317_176845,hypothetical protein
NLM15_RS07605,NLM15_RS07605_177446_177728,nitrogen fixation protein NifZ
NLM15_RS07610,NLM15_RS07610_177998_178313,hypothetical protein
NLM15_RS07615,NLM15_RS07615_178333_178595,hypothetical protein
NLM15_RS07620,NLM15_RS07620_178984_179248,BolA/IbaG family iron-sulfur metabolism protein
NLM15_RS07625,NLM15_RS07625_179452_179803,(2Fe-2S) ferredoxin domain-containing protein
NLM15_RS07630,NLM15_RS07630_180117_181008,nitrogenase iron protein
NLM15_RS07635,NLM15_RS07635_181070_181796,nitrogen fixation protein NifQ
NLM15_RS07640,NLM15_RS07640_182063_182549,transcriptional repressor
NLM15_RS07645,NLM15_RS07645_182625_183804,homocitrate synthase
NLM15_RS07650,NLM15_RS07650_183946_184276,nitrogenase stabilizing/protective protein NifW
NLM15_RS07655,NLM15_RS07655_184834_185962,FAD-binding protein
NLM15_RS07660,NLM15_RS07660_185958_187266,FAD-dependent oxidoreductase
NLM15_RS07665,NLM15_RS07665_187304_187601,4Fe-4S dicluster domain-containing protein
NLM15_RS07670,NLM15_RS07670_189164_189560,hypothetical protein
NLM15_RS07675,NLM15_RS07675_189882_190452,hypothetical protein
NLM15_RS07680,NLM15_RS07680_190509_190713,hypothetical protein
NLM15_RS07685,NLM15_RS07685_191461_192787,DUF3422 family protein
NLM15_RS07690,NLM15_RS07690_192920_193097,HypC/HybG/HupF family hydrogenase formation chaperone
NLM15_RS07695,NLM15_RS07695_193053_193155,hypothetical protein
NLM15_RS07700,NLM15_RS07700_193182_193305,CoA transferase
NLM15_RS07705,NLM15_RS07705_194849_195308,hypothetical protein
NLM15_RS07710,NLM15_RS07710_195909_196047,hypothetical protein
NLM15_RS07715,NLM15_RS07715_197261_197567,hypothetical protein
NLM15_RS07720,NLM15_RS07720_198243_198540,hypothetical protein
NLM15_RS07725,NLM15_RS07725_198802_198976,3-keto-5-aminohexanoate cleavage protein
NLM15_RS07730,NLM15_RS07730_199158_199785,MFS transporter
NLM15_RS07735,NLM15_RS07735_200457_200964,avidin/streptavidin family protein
NLM15_RS07740,NLM15_RS07740_201532_203860,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
NLM15_RS07745,NLM15_RS07745_204901_205822,TauD/TfdA family dioxygenase
NLM15_RS07750,NLM15_RS07750_207883_208336,carbohydrate porin
NLM15_RS07755,NLM15_RS07755_208838_209435,lyase family protein
NLM15_RS07760,NLM15_RS07760_210270_211425,ribonucleotide-diphosphate reductase subunit beta
NLM15_RS07765,NLM15_RS07765_211435_214339,ribonucleoside-diphosphate reductase subunit alpha
NLM15_RS07770,NLM15_RS07770_215022_215295,hypothetical protein
NLM15_RS07775,NLM15_RS07775_215467_215927,integrase core domain-containing protein
NLM15_RS07780,NLM15_RS07780_217188_217410,hypothetical protein
NLM15_RS07785,NLM15_RS07785_217545_218088,hypothetical protein
NLM15_RS07790,NLM15_RS07790_219863_220109,transposase
NLM15_RS07795,NLM15_RS07795_220135_220712,IS66 family transposase zinc-finger binding domain-containing protein
NLM15_RS07800,NLM15_RS07800_220819_221068,hypothetical protein
NLM15_RS07805,NLM15_RS07805_221847_222105,hypothetical protein
NLM15_RS07810,NLM15_RS07810_225245_225800,diguanylate cyclase
NLM15_RS07815,NLM15_RS07815_226647_228111,EAL domain-containing protein
NLM15_RS07820,NLM15_RS07820_228919_229515,transposase
NLM15_RS07825,NLM15_RS07825_230302_230542,IS256 family transposase
NLM15_RS07830,NLM15_RS07830_231051_232104,"lysine 2,3-aminomutase"
NLM15_RS07835,NLM15_RS07835_232119_233721,gamma-glutamyltransferase
NLM15_RS07840,NLM15_RS07840_233789_234530,hypothetical protein
NLM15_RS07845,NLM15_RS07845_234558_235605,ATP-grasp domain-containing protein
NLM15_RS07850,NLM15_RS07850_235673_236472,transposase
NLM15_RS07855,NLM15_RS07855_237390_237543,cytochrome P450
NLM15_RS07860,NLM15_RS07860_237552_238755,cytochrome P450
NLM15_RS07865,NLM15_RS07865_238847_240137,cytochrome P450
NLM15_RS07870,NLM15_RS07870_240138_240447,ferredoxin
NLM15_RS07875,NLM15_RS07875_240433_240889,SDR family oxidoreductase
NLM15_RS07880,NLM15_RS07880_240888_242232,cytochrome P450
NLM15_RS07885,NLM15_RS07885_242360_243359,polyprenyl synthetase family protein
NLM15_RS07890,NLM15_RS07890_243490_243640,hypothetical protein
NLM15_RS07895,NLM15_RS07895_243690_245187,hypothetical protein
NLM15_RS07900,NLM15_RS07900_245183_246086,hypothetical protein
NLM15_RS07905,NLM15_RS07905_246160_246525,type 2 isopentenyl-diphosphate Delta-isomerase
NLM15_RS07910,NLM15_RS07910_246624_246768,hypothetical protein
NLM15_RS07915,NLM15_RS07915_247562_247724,transposase
NLM15_RS07920,NLM15_RS07920_247863_248100,transposase domain-containing protein
NLM15_RS07925,NLM15_RS07925_248137_249001,transposase
NLM15_RS07930,NLM15_RS07930_249004_249336,transposase
NLM15_RS07935,NLM15_RS07935_249592_250615,IS110 family transposase
NLM15_RS07940,NLM15_RS07940_250729_250866,IS3 family transposase
NLM15_RS07945,NLM15_RS07945_251805_252393,GNAT family N-acetyltransferase
NLM15_RS07950,NLM15_RS07950_254702_254855,hypothetical protein
NLM15_RS07955,NLM15_RS07955_255519_256725,HlyD family efflux transporter periplasmic adaptor subunit
NLM15_RS07960,NLM15_RS07960_256730_258695,glycosyltransferase
NLM15_RS07965,NLM15_RS07965_258704_259790,hypothetical protein
NLM15_RS07970,NLM15_RS07970_260124_260865,glycosyl hydrolase
NLM15_RS07975,NLM15_RS07975_261010_261671,IS3 family transposase
NLM15_RS07980,NLM15_RS07980_261709_261962,hypothetical protein
NLM15_RS07985,NLM15_RS07985_262487_262745,integrase core domain-containing protein
NLM15_RS07990,NLM15_RS07990_262825_263501,IS3 family transposase
NLM15_RS07995,NLM15_RS07995_263550_264030,FAD binding domain-containing protein
NLM15_RS08000,NLM15_RS08000_263990_264191,2Fe-2S iron-sulfur cluster-binding protein
NLM15_RS08005,NLM15_RS08005_264215_264752,MBL fold metallo-hydrolase
NLM15_RS08010,NLM15_RS08010_265089_265518,hypothetical protein
NLM15_RS08015,NLM15_RS08015_265733_266018,DUF3892 domain-containing protein
NLM15_RS08020,NLM15_RS08020_267322_267631,hypothetical protein
NLM15_RS08025,NLM15_RS08025_267859_268012,hypothetical protein
NLM15_RS08030,NLM15_RS08030_268725_269022,hypothetical protein
NLM15_RS08035,NLM15_RS08035_269113_269953,hypothetical protein
NLM15_RS08040,NLM15_RS08040_270032_270695,AAA family ATPase
NLM15_RS08045,NLM15_RS08045_273269_273728,GNAT family N-acetyltransferase
NLM15_RS08050,NLM15_RS08050_274109_275225,transposase
NLM15_RS08055,NLM15_RS08055_276557_277309,IS5 family transposase
NLM15_RS08060,NLM15_RS08060_278669_279866,efflux RND transporter periplasmic adaptor subunit
NLM15_RS08065,NLM15_RS08065_279870_282978,multidrug efflux RND transporter permease subunit
NLM15_RS08070,NLM15_RS08070_283065_283225,IS3 family transposase
NLM15_RS08075,NLM15_RS08075_283246_283709,transposase
NLM15_RS08080,NLM15_RS08080_284506_286210,outer membrane beta-barrel protein
NLM15_RS08090,NLM15_RS08090_286798_287300,DDE-type integrase/transposase/recombinase
NLM15_RS08095,NLM15_RS08095_287355_287793,hypothetical protein
NLM15_RS08100,NLM15_RS08100_288125_288692,hypothetical protein
NLM15_RS08105,NLM15_RS08105_289601_289874,hypothetical protein
NLM15_RS08110,NLM15_RS08110_290511_291120,hypothetical protein
NLM15_RS08115,NLM15_RS08115_291569_291857,hypothetical protein
NLM15_RS08120,NLM15_RS08120_292286_292400,IS3 family transposase
NLM15_RS08125,NLM15_RS08125_294511_295221,transposase
NLM15_RS08130,NLM15_RS08130_295272_296742,hypothetical protein
NLM15_RS08135,NLM15_RS08135_297033_299439,DUF3141 domain-containing protein
NLM15_RS08140,NLM15_RS08140_300069_300845,transposase
NLM15_RS08145,NLM15_RS08145_302296_302737,hypothetical protein
NLM15_RS08150,NLM15_RS08150_302782_303169,hypothetical protein
NLM15_RS08155,NLM15_RS08155_304232_305151,peptidase S10
NLM15_RS08160,NLM15_RS08160_307130_308726,RNA polymerase factor sigma-54
NLM15_RS08165,NLM15_RS08165_309484_311125,chaperonin GroEL
NLM15_RS08170,NLM15_RS08170_311215_311530,co-chaperone GroES
NLM15_RS08175,NLM15_RS08175_312033_312507,hypothetical protein
NLM15_RS08180,NLM15_RS08180_313001_314332,oxygen-independent coproporphyrinogen III oxidase
NLM15_RS08185,NLM15_RS08185_315462_316191,sigma 54-interacting transcriptional regulator
NLM15_RS08190,NLM15_RS08190_316163_316736,sigma 54-interacting transcriptional regulator
NLM15_RS08195,NLM15_RS08195_316894_317251,XylR N-terminal domain-containing protein
NLM15_RS08200,NLM15_RS08200_317727_319113,aldehyde dehydrogenase family protein
NLM15_RS08205,NLM15_RS08205_319201_320302,alcohol dehydrogenase catalytic domain-containing protein
NLM15_RS08210,NLM15_RS08210_320548_321307,alpha/beta hydrolase fold domain-containing protein
NLM15_RS08215,NLM15_RS08215_323505_323703,hypothetical protein
NLM15_RS08220,NLM15_RS08220_325131_325883,IS5 family transposase
NLM15_RS08225,NLM15_RS08225_326053_326590,hypothetical protein
NLM15_RS08230,NLM15_RS08230_327223_327406,hypothetical protein
NLM15_RS08235,NLM15_RS08235_328335_328575,DUF3892 domain-containing protein
NLM15_RS43480,NLM15_RS43480_328961_329096,hypothetical protein
NLM15_RS08240,NLM15_RS08240_329803_330247,DUF962 domain-containing protein
NLM15_RS08245,NLM15_RS08245_330662_331184,LysR substrate-binding domain-containing protein
NLM15_RS08250,NLM15_RS08250_331672_332842,sulfotransferase
NLM15_RS08255,NLM15_RS08255_333960_336654,PAS domain S-box protein
NLM15_RS08260,NLM15_RS08260_336681_336855,hypothetical protein
NLM15_RS08265,NLM15_RS08265_336990_337200,cold shock domain-containing protein
NLM15_RS08270,NLM15_RS08270_337407_337908,hypothetical protein
NLM15_RS08275,NLM15_RS08275_338436_338634,hypothetical protein
NLM15_RS08280,NLM15_RS08280_339747_339921,hypothetical protein
NLM15_RS08285,NLM15_RS08285_339998_340322,hypothetical protein
NLM15_RS08290,NLM15_RS08290_340688_340892,cold-shock protein
NLM15_RS08295,NLM15_RS08295_341385_341745,hypothetical protein
NLM15_RS08300,NLM15_RS08300_341872_342154,hypothetical protein
NLM15_RS08305,NLM15_RS08305_342409_342712,DUF3606 domain-containing protein
NLM15_RS08310,NLM15_RS08310_344039_344276,hypothetical protein
NLM15_RS08315,NLM15_RS08315_344372_345943,IS66 family transposase
NLM15_RS08320,NLM15_RS08320_346016_346175,IS66 family insertion sequence element accessory protein TnpB
NLM15_RS08325,NLM15_RS08325_346116_346284,hypothetical protein
NLM15_RS08330,NLM15_RS08330_346209_346554,hypothetical protein
NLM15_RS08335,NLM15_RS08335_346654_346771,IS66 family insertion sequence element accessory protein TnpB
NLM15_RS08340,NLM15_RS08340_347259_347616,adenosylmethionine decarboxylase
NLM15_RS08345,NLM15_RS08345_349111_355591,amino acid adenylation domain-containing protein
NLM15_RS08350,NLM15_RS08350_355583_356996,MATE family efflux transporter
NLM15_RS08355,NLM15_RS08355_357509_357731,Tm-1-like ATP-binding domain-containing protein
NLM15_RS08360,NLM15_RS08360_357859_358024,Tm-1-like ATP-binding domain-containing protein
NLM15_RS08365,NLM15_RS08365_358232_359645,AAA family ATPase
NLM15_RS08370,NLM15_RS08370_359977_360739,IS5 family transposase
NLM15_RS08375,NLM15_RS08375_360818_361130,hypothetical protein
NLM15_RS08380,NLM15_RS08380_361257_361590,HK97 family phage prohead protease
NLM15_RS08385,NLM15_RS08385_361583_361790,hypothetical protein
NLM15_RS08390,NLM15_RS08390_362412_362655,hypothetical protein
NLM15_RS08395,NLM15_RS08395_362661_362864,hypothetical protein
NLM15_RS08400,NLM15_RS08400_363084_363270,hypothetical protein
NLM15_RS08405,NLM15_RS08405_363835_364684,hypothetical protein
NLM15_RS08410,NLM15_RS08410_365401_365824,hypothetical protein
NLM15_RS08415,NLM15_RS08415_365820_366504,hypothetical protein
NLM15_RS08420,NLM15_RS08420_367354_367882,hypothetical protein
NLM15_RS08425,NLM15_RS08425_367975_368782,hypothetical protein
NLM15_RS08430,NLM15_RS08430_369292_370030,transposase
NLM15_RS08435,NLM15_RS08435_370189_370720,helix-turn-helix domain-containing protein
NLM15_RS08440,NLM15_RS08440_370736_371030,hypothetical protein
NLM15_RS08445,NLM15_RS08445_371963_372440,DUF3833 family protein
NLM15_RS08450,NLM15_RS08450_372468_372780,helix-turn-helix domain-containing protein
NLM15_RS08455,NLM15_RS08455_373103_374283,tyrosine-type recombinase/integrase
NLM15_RS08460,NLM15_RS08460_375072_375849,enoyl-CoA hydratase-related protein
NLM15_RS08465,NLM15_RS08465_375885_376755,FAD binding domain-containing protein
NLM15_RS08470,NLM15_RS08470_376751_377231,2Fe-2S iron-sulfur cluster-binding protein
NLM15_RS08475,NLM15_RS08475_377227_377989,MBL fold metallo-hydrolase
NLM15_RS08480,NLM15_RS08480_377942_380378,molybdopterin-dependent oxidoreductase
NLM15_RS08485,NLM15_RS08485_380374_381124,SDR family oxidoreductase
NLM15_RS08490,NLM15_RS08490_381136_382681,AMP-binding protein
NLM15_RS08495,NLM15_RS08495_382694_383618,winged helix-turn-helix transcriptional regulator
NLM15_RS08500,NLM15_RS08500_383958_385134,ABC transporter substrate-binding protein
NLM15_RS08505,NLM15_RS08505_385196_386750,hypothetical protein
NLM15_RS08510,NLM15_RS08510_386791_387232,SRPBCC domain-containing protein
NLM15_RS08515,NLM15_RS08515_387495_388218,LrgB family protein
NLM15_RS08520,NLM15_RS08520_388214_388601,CidA/LrgA family protein
NLM15_RS08525,NLM15_RS08525_388755_389466,GntR family transcriptional regulator
NLM15_RS08530,NLM15_RS08530_389648_391187,ATP-binding cassette domain-containing protein
NLM15_RS08535,NLM15_RS08535_391246_392230,ABC transporter permease
NLM15_RS08540,NLM15_RS08540_392320_393307,substrate-binding domain-containing protein
NLM15_RS08545,NLM15_RS08545_393370_394435,aldo/keto reductase
NLM15_RS08550,NLM15_RS08550_394463_395513,aldo/keto reductase
NLM15_RS08555,NLM15_RS08555_395509_395992,hypothetical protein
NLM15_RS08560,NLM15_RS08560_395988_396837,MBL fold metallo-hydrolase
NLM15_RS08565,NLM15_RS08565_396874_397855,aldo/keto reductase
NLM15_RS08570,NLM15_RS08570_397977_398154,hypothetical protein
NLM15_RS08575,NLM15_RS08575_398343_399222,3-keto-5-aminohexanoate cleavage protein
NLM15_RS08580,NLM15_RS08580_399407_400286,LysR substrate-binding domain-containing protein
NLM15_RS08585,NLM15_RS08585_400508_401786,RuBisCO large subunit C-terminal-like domain-containing protein
NLM15_RS08590,NLM15_RS08590_401803_403168,four-carbon acid sugar kinase family protein
NLM15_RS08595,NLM15_RS08595_403279_405130,TRAP transporter large permease subunit
NLM15_RS08600,NLM15_RS08600_405171_406197,DctP family TRAP transporter solute-binding subunit
NLM15_RS08605,NLM15_RS08605_406220_407006,glucose 1-dehydrogenase
NLM15_RS08610,NLM15_RS08610_407070_408485,pyruvate kinase
NLM15_RS08615,NLM15_RS08615_408597_410632,methyl-accepting chemotaxis protein
NLM15_RS08620,NLM15_RS08620_411054_411840,SDR family oxidoreductase
NLM15_RS08625,NLM15_RS08625_411897_412809,dihydrodipicolinate synthase family protein
NLM15_RS08630,NLM15_RS08630_412971_413835,dihydrodipicolinate synthase family protein
NLM15_RS08635,NLM15_RS08635_413964_414696,FAD-binding protein
NLM15_RS08640,NLM15_RS08640_414695_415880,FAD-binding protein
NLM15_RS08645,NLM15_RS08645_415882_417242,glycolate oxidase subunit GlcF
NLM15_RS08650,NLM15_RS08650_418044_419335,phosphopyruvate hydratase
NLM15_RS08655,NLM15_RS08655_419930_420161,3-keto-5-aminohexanoate cleavage protein
NLM15_RS08660,NLM15_RS08660_420139_420748,3-keto-5-aminohexanoate cleavage protein
NLM15_RS08665,NLM15_RS08665_420761_421775,Ldh family oxidoreductase
NLM15_RS08670,NLM15_RS08670_421993_422455,hypothetical protein
NLM15_RS08675,NLM15_RS08675_422405_422930,S8 family serine peptidase
